org_name,count,in_crosswalk
"American Federation of State, County, and Municipal Employees, AFL-CIO, North State Building Industry Association, California Association of Councils of Governments, California-Nevada Conference of Operating Engineers , California Transportation Commission",1,no
"American Federation of State, County, and Municipal Employees, ALF-CIO",1,no
"American Federation of State, County, and Municipal Employees, Beverly Hills/Hollywood NAACP",1,no
"American Federation of State, County, and Municipal Employees, CA, AFL-CIO",1,no
"American Federation of State, County, and Municipal Employees, California",1,no
"American Federation of State, County, and Municipal Employees, Chapter 36",1,no
"American Federation of State, County, and Municipal Employees, Council 57",1,no
"American Federation of State, County, and Municipal Employees, Local 1902 (Employees' Association of MWD)",1,no
"American Federation of State, County, and Municipal Employees, Local 3299 - University of California",1,no
"American Federation of State, County, and Municipal Employess (AFSCME)",1,no
"American Federation of State, County, and Municipal, AFL-CIO",1,no
"American Federation of State, Court and Municipal Employees",1,no
"American Federation of State, Local and County Municipal Employees",1,no
"American Federation of State, Local, and County",1,no
"American Federation of State, Municipal",1,no
"American Federation of State, Municipal and County",1,no
"American Federation of State, Municipal, and County Employees (AFSCME)",1,no
"American Federation of State, |County, and |Municipal Employees",1,no
"American Federation of State,County",1,no
"American Federation of State. County and Municipal Employees, AFL-CIO",1,no
American Federation of State/County Municipal Employees (AFSCME),1,no
"American Federation of States, County and Municipal",1,no
"American Federation of States, County and Municipal Employees (AFSCME), AFL-CIO",1,no
American Federation of Teachers (AFT),1,no
American Federation of Teachers 1931,1,no
"American Federation of Teachers Faculty Guild, Local 1521",1,no
"American Federation of Teachers, California Federation of",1,no
American Federation of Television and Radio Artists AFL-CIO,1,no
"American Federation of Television and Radio Artists, Los Angeles (AFTRA)",1,no
"American Federation of Television and Radio Artists, San",1,no
"American Federation of Television and Radio Artists, San Diego",1,no
"American Federation, State, County, and Municipal Employees (AFSCME), AFL-CIO",1,no
"American Federationof State, County and Municipal Employees",1,no
"American Federations of State, County, and Municipal Employees - California",1,no
American Fence Association-Southern California Chapter,1,no
American Fence Contractor's Association,1,no
"American Fence Contractors Assoc., Cal. Chapter",1,no
"American Fence Contractors Association, California",1,no
American Fence Contractors' Association (CA Chapter),1,no
American Fence Contractors' Association (California Chapter),1,no
American Fence Contractors' Association - California Chapter,1,no
"American Fence Contractors' Association, California",1,no
American Fence Contractors' Association--California Chapter,1,no
American Fences Contractors Association (California Chapter),1,no
"American Fences Contractors' Association, California Chapter",1,no
American Ferderation of State,1,no
American Fidelity,1,no
American Fidelity Assurance Company,1,no
American Fidelity Assurance Company (Oppose,1,no
American Fidelity Corporation (Oppose,1,no
American Fidelity Insurance Group,1,no
American Filipino Veterans League,1,no
American Film Marketing,1,no
American Financial Corporation,1,no
American Financial Services Association (AFSA),1,no
American Fire Sprinkler Association - Sacramento Valley Chapter,1,no
American Fire Sprinkler Association-California Chapters,1,no
American Fishing Foundation,1,no
American Forest & Paper Association (AF&PA),1,no
"American Forest & Paper Association, California",1,no
American Forest and Paper Association (1/21/04),1,no
American Forest and Paper Association (AFPA),1,no
American Forestry & Paper Association,1,no
American Foundation for Suicide Prevention California Chapters,1,no
American Foundation for Suicide Prevention Center,1,no
American Foundation for Suicide Prevention Greater San Francisco Bay Area,1,no
"American Foundation for Suicide Prevention, Greater San Francisco Bay Area",1,no
American Foundation for Vision Awareness,1,no
"American Foundation for the Blind, Western Regional Center",1,no
"American Freight Lines, Gardena",1,no
"American Friends Service Committee - Los Angeles, Roots for Peace Program",1,no
"American Friends Service Committee, Los Angeles",1,no
"American Friends Service Committee, Pacific Mountain",1,no
"American Friends Service Committee, Rural Economic Alternatives",1,no
"American Friends Service Committee, San",1,no
"American Friends Service Committee, U.S.-Mexico Border Program",1,no
American Friends Society Committee,1,no
American Fruits & Flavors,1,no
American G-I Forum,1,no
American G-I Forum of,1,no
American G.I Forum of California/American Legion Department of California/AMVETS-Department of California/California Association of County Veterans Service Officers/Military Officers Association of America/California Council of Chapters/Vietnam Veterans of America -California State Council,1,no
"American G.I, Forum of California",1,no
"American G.I, Forum of California, The American Legion - Department of California",1,no
American G.I. Form of California,1,no
American G.I. Forum - Department of California,1,no
American G.I. Forum Department of California,1,no
American G.I. Forum of CA,1,no
American G.i. Forum of California,1,yes
American GI Form- Department of California,1,no
American GI Forum Department of California,1,no
"American GI Forum Education Foundation of Santa Maria,Ca",1,no
American GI Forum Education Foundation of Santa Maria.CA,1,no
American GI Forum Of California,1,yes
"American GI Forum of California Veterans Outreach Program, Santa",1,no
American GI Forum of the United States,1,no
American GI Forum of the United States - Rudy Escalante Chapter,1,no
American GI Forum of the Unites States,1,no
"American GI Forum, AMVETS - Department of California, California Association of County Veterans Services Officers, California State Commanders Veterans Council, Vietnam Veterans of America - California State Chapter",1,no
"American GI Forum, Alejandro Ruiz Chapter",1,no
"American GI-Forum of California, American Legion - Department of California, AMVETS - Department of California, California Association of County Veteran Service Officers, California State Commanders Veterans Council, Military Officers Association of America - California Council of Chapters, Vietnam Veterans of America - California State Council",1,no
American Gasket and Rubber Company,1,no
American Gastrological Association,1,no
American General,1,no
American General Contractors,1,no
American General Contractors of California,1,no
American Gi Forum Foundation,1,no
"American Gold STAR Mothers, Inc",1,no
American Gold Star Mothers - Golden Gate Chapter,1,no
"American Gold Star Mothers, Golden Gate Chapter",1,no
American Guaranty Corporation,1,no
American Guild of Musical Artists,1,no
American Gurdwara Parbandhak Committee,1,no
American HVAC Manufacturing,1,no
American Hairbraiders & Natural Hair Care Association,1,no
American Hairbraiders and Hair Care Association Bonita Barnes,1,no
American Hairbraiders and Natural Haircare Association,1,no
American Health Association/American Stroke Association,1,no
American Health Science University,1,no
American Health and Beauty Aids Institute,1,no
American Hearing Aid,1,no
American Heart Assn,1,no
American Heart Assn. Greater San Diego Division,1,no
American Heart Assoc,1,no
American Heart Association - (Co-Sponsor),1,no
American Heart Association - CO-SPONSOR,1,no
American Heart Association - California and Greater Los Angeles,1,no
American Heart Association - San Mateo County Division,1,no
American Heart Association / American,1,no
American Heart Association /American Stroke Association,1,no
American Heart Association Consumer Attorneys of,1,no
American Heart Association and California Chronic Care Coalition,1,no
"American Heart Association, American Cancer Society Cancer Action Network",1,no
"American Heart Association, CA Chapter",1,no
"American Heart Association, California & Greater L.A",1,no
"American Heart Association, Western States Affiliate",1,no
American Heart Association/American Stroke Assoc,1,no
American Heart Association/American Stroke Association (Co-Sponsor),1,no
American Heart AssociationConsumer Attorneys of,1,no
American Heart/American Stroke Association (AHA/ASA),1,no
American Hearth Association,1,no
American Hellenic Educational Progressive Association,1,no
American Herbal Pharmacopoeia,1,no
American Herbalists Guild,1,no
American Herding Breed Associati,1,no
American High School,1,no
American Home,1,no
American Home Furnishings Alliance (AHFA),1,no
American Home Inspectors Association,1,no
American Home Products,1,no
"American Home Shield of California, Inc",1,no
American Homeowners,1,no
"American Homeowners Resource Center, California",1,no
American Homeowners Resource Council (AHRC),1,no
"American Honda Motor Company, INC",1,no
"American Honda Motor, Inc",1,no
"American Horse Protection Association, Inc",1,no
American Housing Family,1,no
American Humane,1,no
American Humane Association Hollywood,1,no
American Humane Society,1,no
"American Illumination, INC",1,no
American Imaging Association (AIA),1,no
American Immigration Lawyers,1,no
American Immigration Lawyers Association - California,1,no
American Immigration Lawyers Association- Southern California Chapter (AILA),1,no
American Immigration Lawyers' Association (AILA),1,no
"American Import Shippers Association|Columbine Vineyards of Delano, CA",1,no
American Independent Bank,1,no
American Indian AIDS Council,1,no
"American Indian Counseling Center, Los Angeles County-Dept. of",1,no
American Indian Cultural Center of San Francisco (AICC),1,no
American Indian Education Center,1,no
"American Indian Graduate Student Association, University of",1,no
American Indian Movement So Cal,1,no
American Indian Movement- Grand Governing Council,1,no
"American Indian Science and Engineering Society Executive, California State Long Beach",1,no
American Indian State Employees of California,1,no
"American Indian Student Association at CSU, Northridge",1,no
"American Indian Student Association at California State University, Northridge",1,no
American Indian Student Association at UCLA,1,no
"American Indian Student Association, California State University, Northridge",1,no
"American Indian Student Association, University of California, Irvine",1,no
"American Indian Student Association, University of California, Los Angeles",1,no
"American Indian Student Council, California State Long Beach",1,no
"American Indian Studies Center, University of California, Los",1,no
"American Indian Studies Department, CSU San Marcos",1,no
American Indian/Alaska Native Caucus of California Teachers' Association,1,no
American Indians in Film and TV,1,no
American Industrial,1,no
American Infrastructure MLP Funds,1,no
American Ink Products Company,1,no
American Institute For Packaging And Environment,1,no
American Institute For Packaging And Environment (Ameripen),1,no
"American Institute Of Architects, Ca Council",1,no
"American Institute Of Architects, California Council",1,yes
American Institute of Acupuncture Orthopedics and Traumatology,1,no
"American Institute of Aeronautics and Astronautics, Los Angeles-Las Vegas Section",1,no
American Institute of Architect California Council,1,no
"American Institute of Architect, California Council (SPONSOR)",1,no
American Institute of Architecte,1,no
American Institute of Architects (AIA) California Council,1,no
"American Institute of Architects (AIA), California Council",1,no
American Institute of Architects - Los Angeles,1,no
American Institute of Architects CA Council,1,no
American Institute of Architects California [SPONSOR,1,no
American Institute of Architects East Bay,1,no
American Institute of Architects San Diego,1,no
American Institute of Architects [SPONSOR,1,no
"American Institute of Architects, CA Council [SPONSOR",1,no
"American Institute of Architects, California - SPONSOR",1,no
"American Institute of Architects, California Council (AIA CC)",1,no
"American Institute of Architects, California Council California",1,no
"American Institute of Architects, California Counsel",1,no
"American Institute of Architects, California Counsel (AIACC)",1,no
"American Institute of Architects, Redwood Empire Chapter",1,no
"American Institute of Architects-California Council, California Retail Air Quality Coalition",1,no
"American Institute of Architects-California Council, Harbor Association of Industry and Commerce",1,no
American Institute of Building Designers,1,no
American Institute of Certified Public Accountants (AICPA),1,no
American Institute of Certified Public Accountants (AICPA) Minority,1,no
American Institute of Inspectors,1,no
American Institute of Physics,1,no
American Institute of Public Safety,1,no
American Institute of Steel Construction & the National Bridge Alliance,1,no
American Institutes for Research,1,no
American Institutes of,1,no
"American Institutes of Architects, California Council (SPONSOR)",1,no
"American Insulation, Inc",1,no
American Insurance Ass'n,1,no
American Insurance Assocation,1,no
American Insurance Associaiton,1,no
American Insurance Association (Oppose,1,no
American Insurance Association American International Group (AIG) Association of California Insurance Companies,1,no
"American Insurance Association, League of California Cities",1,no
American Insurance Company,1,no
American Insurance Federation,1,no
American Insurance Fund,1,no
American Insurance Group,1,no
American InterContinental University,1,no
"American InterContinental University, Los Angeles",1,no
"American International Engineering and Manufacturing, Inc",1,no
"American International Gemstrade, Inc",1,no
American International Group Apple Valley,1,no
"American International Group, (AIG)",1,no
"American International Group, AIG",1,no
American International Industries,1,no
American Islamic Relations,1,no
American Israel Public,1,no
American Italian Historical Association,1,no
American Jewish Committee - Northern California,1,no
"American Jewish Committee Los Angeles, Asian Pacific American Legal Center",1,no
American Jewish Committee of Los Angeles,1,no
American Jewish Committee of San Francisco,1,no
"American Jewish Committee, Los Angeles Regional Office",1,no
American Jewish Congress/Jack Berman Advocacy Center,1,no
American Jewish Federation in Los Angeles,1,no
American Jewish Project,1,no
"American Kennel Club, Canine Hea",1,no
American Knife and Tool Institute (Co-Sponsor),1,no
American Land,1,no
American Land Title Association,1,no
American Lands Conservancy,1,no
American Laser Toner Recharging Company,1,no
American Latinos for Immigration Reform,1,no
American League-Department of California,1,no
American Legal Center,1,no
American Legal Defense,1,no
American Legal Defense Fund,1,no
American Legal Defense and Education Fund,1,no
American Legal Defense and Education Fund (MALDEF),1,no
American Legal Defense and Education fund,1,no
American Legion (Amvets)- Department of California,1,no
American Legion (Dept of CA),1,no
American Legion - 29th District,1,no
American Legion - California Department,1,no
"American Legion - California Department, City of",1,no
American Legion - Department,1,no
American Legion - Dept of California,1,no
American Legion - Van Nuys Post 193,1,no
American Legion -Department of California,1,no
American Legion Auxiliary 25th District CA,1,no
American Legion Auxiliary Unit 102,1,no
"American Legion Auxiliary, District 11",1,no
"American Legion Auxiliary, District II",1,no
"American Legion Auxiliary, Unit 84",1,no
American Legion Baseball,1,no
American Legion Cecil Cox Post 0147,1,no
American Legion Chinatown Post 628,1,no
American Legion Community post 46,1,no
American Legion Department of CA,1,no
American Legion Department of California (AMVETS),1,no
American Legion Department of California Chinatown Post 628,1,no
American Legion Department of California Legislative Committee,1,no
"American Legion Department of California, 22nd District",1,no
"American Legion Department of California, California Apartment Association, California Association of Veteran Service Agencies, Construction Employers Association",1,no
American Legion District 29,1,no
American Legion Legislative Post 861,1,no
American Legion Manuel L. Quezon Post 603,1,no
American Legion Post 102,1,no
American Legion Post 108,1,no
"American Legion Post 111, Healdsburg",1,no
American Legion Post 184 Vietnam Veterans of America,1,no
American Legion Post 197,1,no
"American Legion Post 197 (Redding, CA)",1,no
American Legion Post 277,1,no
American Legion Post 283,1,no
"American Legion Post 299, Chino",1,no
"American Legion Post 411, Pico Rivera",1,no
American Legion Post 434,1,no
American Legion Post 448,1,no
American Legion Post 739,1,no
American Legion Post 74,1,no
American Legion Post 832 1,1,no
American Legion Post 832 2,1,no
"American Legion Post 90, Calexico, California",1,no
"American Legion, Bataan Post 800",1,no
"American Legion, Bay Area & Western Paralyzed",1,no
"American Legion, Chinatown Post 628- SPONSOR",1,no
"American Legion, Department of California (Co-Sponsor)",1,no
"American Legion, Department of California, Eighth District",1,no
"American Legion, Dept. of CA",1,no
"American Legion, Dept. of California",1,no
"American Legion, District 13",1,no
"American Legion, Ledford Post 293",1,no
"American Legion, Newport Harbor Post 291",1,no
"American Legion, Post 131 of Santa Ana",1,no
"American Legion, Post 277",1,no
"American Legion, Post 277 of Placentia",1,no
"American Legion, Post 46",1,no
"American Legion, Post 589",1,no
"American Legion, Post 628",1,no
"American Legion, Smyth-Bolter Post 58 of Sonora",1,no
"American Legion, The Great 25th District",1,no
American Legion--Department of California,1,no
American Legion-Ceres Post 491,1,no
American Legion-Department,1,no
American Legion-Department of,1,no
American Legion-Department of CA,1,no
American Legion-Department of California [SPONSOR,1,no
"American Legion-Department of California, AMVETS Department of California",1,no
"American Legions, Department of California",1,no
American Legislative,1,no
American Liberties Economic Project,1,no
American Liberties Economic Project (Co-Sponsor),1,no
American Library Association,1,no
American Licorice,1,no
American Liver Foundation - Northern CA and NV Division,1,no
American Liver Foundation's Northern California Chapter,1,no
"American Liver Foundation, Inland Empire Chapter",1,no
"American Liver Foundation, Los Angeles Chapter",1,no
"American Liver Foundation, San Diego Area Chapter",1,no
American Local 9119,1,no
American Lunch Association in California,1,no
American Lung Assn,1,no
American Lung Assn. of Sacramento-Emigrant Trails,1,no
American Lung Assoc,1,no
American Lung Assoc. in CA,1,no
American Lung Association (California,1,no
American Lung Association (Previous Version),1,no
American Lung Association - (Co-Sponsor),1,no
American Lung Association - CA,1,no
American Lung Association - Inland Counties,1,no
American Lung Association - Inland Counties American Lung Association - Los Angeles County American Lung Association - Orange County California Contract Cities Association California Council for Environmental and Economic Balance Coachella Valley Association of Governments Coalition for Clean Air Communities for a Better Environment County of Riverside,1,no
American Lung Association - Los Angeles County,1,no
American Lung Association - Orange County,1,no
American Lung Association - Verified March 23,1,no
American Lung Association California Teamsters,1,no
American Lung Association Continued,1,no
American Lung Association Sierra Club,1,no
American Lung Association in California (Co-Sponsor),1,no
American Lung Association of California (California Thoracic,1,no
"American Lung Association of California, California Communities Against Toxics, California Environmental Rights Alliance, Clean",1,no
"American Lung Association of California, California District Attorneys Association, Los",1,no
"American Lung Association of California, California League of",1,no
"American Lung Association of California, Orange County",1,no
American Lung Association of San Diego & Imperial Counties,1,no
American Lung Association of San Francisco and San Mateo,1,no
American Lung Association of San Francisco and San Mateo Counties,1,no
"American Lung Association, Environmental Defense Fund, South",1,no
"American Lung Association, Sierra Club California",1,no
"American Lung Association, State Building and Construction Trades Council of California",1,no
American Made Beauty,1,no
"American Management Systems, Inc",1,no
American Manufacturers and Technology Association,1,no
"American Massage Therapy Association (AMTA), California Chapter",1,no
"American Massage Therapy Association, California Chapter (AMTA-CA)",1,no
American Massage Therapy Association-California Chapter,1,no
American Massage Therapy Council,1,no
American Massage Therapy-Association,1,no
American Media,1,no
American Medical Equestrian Association,1,no
American Medical Group Association (5/19/00),1,no
American Medical Group Association (6/3/97),1,no
American Medical Group Association (CMGA),1,no
American Medical Groups Association (AMGA),1,no
American Medical Response (AMR),1,no
American Medical Response (AMR) West,1,no
American Medical Society of Sports Medicine,1,no
American Medical Student Association (AMSA),1,no
"American Medical Student Association, UCSF Chapter",1,no
"American Medical Students Association, Davis School of Medicine Chapter",1,no
American Medical Women's Association (AMWA),1,no
"American Medical Women's Association, Inc",1,no
American Melanoma Foundation,1,no
American Mental Health,1,no
American Merchant Marine Veterans China Coasters Chapter,1,no
"American Merchant Marine Veterans, Sacramento Chapter",1,no
American Miniature Schnauzer,1,no
American Morgan Horse,1,no
American Motorcycle Association Dist. 37,1,no
"American Motorcycle Association District 37, Off-Road Division",1,no
"American Motorcycle Association, District 37",1,no
"American Motorcycle Association, Mark Jones",1,no
"American Motorcycle Association, Pickerington,OH",1,no
American Motorcyclist Assoc. Congressman,1,no
American Motorcyclist Association District,1,no
American Motorcyclist Association District 36 (D36),1,no
"American Motorcyclist Association District 36 Motorcycle Sports Committee, Inc",1,no
American Motorcyclist Association District 37 Off Road and Dual,1,no
American Motorcyclist Association District 37 Off-Road,1,no
American Motorcyclist Association District 37 Off-Road Division,1,no
"American Motorcyclist Association District 37, Off-Road and Dual",1,no
American Motorcyclist Association District 37-Off-Road and Dual Sport Divisions,1,no
"American Motorcyclist Association, District 37 Sports Committee",1,no
"American Motorcyclist Association, District 7",1,no
"American Motorcyclist Association, District-37, Dual Sport",1,no
"American Motorcyclist Association, District-37, Off Road",1,no
American Motorcyclists Association District 37,1,no
"American Motorcyclists Association, District 36",1,no
American Multiethnic Association,1,no
American Muslim Alliance,1,no
American Muslim Community,1,no
American Muslim Council for Prisoners,1,no
American Muslim Forum (8/17/93),1,no
American Muslims for Palestine,1,no
American Mustang and Burro Alliance,1,no
American Names Association,1,no
American National Can Company,1,no
American Nephrology Nurses Association,1,no
American Numismatic Association (ANA),1,no
American Nurses Associaition - California,1,no
American Nurses Association - California Chapter,1,no
American Nurses Association \ California,1,no
American Nurses Association of,1,no
"American Nurses Association, California (if",1,no
"American Nurses Association, California Division",1,no
American Nurses Association- California,1,no
American Nurses Association/ California,1,no
American Nurses Association/California (Co-Sponsor),1,no
American Nurses Association/California Continued,1,no
American Nurses' Association,1,no
American Nurses' Association - California,1,no
American Nurses' Association/California,1,no
American Occupational Association,1,no
"American Occupational Therapy Association, Inc. (AOTA)",1,no
American Ocean Campaign,1,no
American Online/Netscape Communications,1,no
"American Optisurgical Inc, (Lake Forest)",1,no
American Optometric Association,1,no
American Optometric Association (AOA),1,no
American Organizations,1,no
American Organizations of San Diego,1,no
American Orthopaedic Foot and Ankle Society,1,no
American Orthotic and Prosthetic Association,1,no
American Osteopathic Medical Association,1,no
American Outdoor Advertising,1,no
American Pain Society,1,no
American Paint Horse Association,1,no
American Pet Products Association,1,no
American Petroleum and Convenience Store Association Apca,1,no
American Petroleum and Convenience Store Associations,1,no
"American Photographic Artists of San Francisco, Inc",1,no
"American Photographic Artists, Inc, Los Angeles Chapter",1,no
"American Photographic Artists, Inc, San Diego",1,no
"American Photographic Artists, Inc., Los Angeles Chapter",1,no
"American Photographic Artists, Inc., San Diego",1,no
"American Photographic Artists, Los Angeles Chapter",1,no
American Physical Therapy Assn (CCAPTA),1,no
American Physical Therapy Association (APTA),1,no
"American Physical Therapy Association, Arthritis Foundation",1,no
"American Physical Therapy Association, Calif. Chapter",1,no
American Physicians and American College of Obstetricians and Gynecologists (if,1,no
American Pistachio Growers Association,1,no
American Pistol and Rifle Association,1,no
American Pit Bull Rescue Association,1,no
American Planning Assn,1,no
"American Planning Assn., CA Chapter",1,no
"American Planning Assoc., CA",1,no
"American Planning Assoc., California Chapter",1,no
"American Planning Association (APA), California Chapter",1,no
American Planning Association (CA Chapter),1,no
American Planning Association - California Chapter California State Association of Counties City of Adelanto,1,no
American Planning Association - California Chapter California State Association of Counties City of Alameda,1,no
American Planning Association Butte Environmental Council,1,no
American Planning Association California Chapter (APA California),1,no
American Planning Association California League of Conservation Voters California State Association of Counties City of Alhambra,1,no
American Planning Association [CO-SPONSOR,1,no
"American Planning Association, Bay Area Council",1,no
"American Planning Association, CA Chapter [SPONSOR",1,no
"American Planning Association, California Chamber",1,no
"American Planning Association, California Chapter (APACA)",1,no
"American Planning Association, California Chapter (as",1,no
"American Planning Association, California Chapter [CO-SPONSOR",1,no
"American Planning Association, California Chapter [SPONSOR",1,no
"American Planning Association-California Chapter, California Farm Bureau Federation, Community Alliance of",1,no
"American Planning Association-California Chapter, League of California Cities",1,no
"American Planning Association-California Chapter, Planning and Conservation League",1,no
American Plasma Users Association,1,no
American Plastic Council,1,no
American Plastics,1,no
"American Plastics Council, Inc",1,no
American Polish Lowland Sheepdog,1,no
American Portuguese Club of Sacramento,1,no
American Postal Workers Union,1,no
American Postal Workers Union of California State,1,no
"American Postal Workers Union, California State President Isabelle Bailey",1,no
American Poultry Association,1,no
American Preventative Medical Association,1,no
American Preventative Medicine Association,1,no
American Preventive Medical Association (APMA),1,no
American Pro-Constitution Association,1,no
American Probation and Parole,1,no
American Professional Real Estate Services Incorporated,1,no
American Progressive Bag Association,1,no
American Promise,1,no
"American Promotional Events, INC",1,no
American Property Casuality Insurance Association,1,no
American Property Casualty Insurance,1,no
"American Property Casualty Insurance Association (""APCIA"")",1,no
American Property Casualty Insurance Association (Oppose,1,no
American Property Casualty Insurance Corporation,1,no
American Property Casualty Insurance Federation,1,no
American Property and Casualty Insurance Association (APCIA),1,no
American Psychiatric Association (APA),1,no
"American Psychological Association - Division One ""Clinical and Professional Practice",1,no
American Psychological Association - Division of Clinical Neuropsychology,1,no
"American Psychological Association, Division of Clinical",1,no
American Public Affairs Association,1,no
American Public Gas Association,1,no
American Public Health Association Task Force on Health Care in,1,no
American Public Information on the Environment,1,no
American Public Transit Association,1,no
American Public Works Association (APWA),1,no
"American Public Works Association, California Chapters",1,no
American Publishers Association,1,no
American RSD Hope,1,no
"American Radio Relay League [SPONSOR]Cities of: Claremont, Moreno Valley, Valley of the Moon Amateur Radio ClubSanta Barbara",1,no
American Rat Terrier Rescue,1,no
American Recovery Services,1,no
American Recycling,1,no
American Red Cross (California Chapters),1,no
American Red Cross (Santa Cruz County Chapter),1,no
American Red Cross Blood Services,1,no
"American Red Cross Blood Services, Southern California",1,no
American Red Cross California Chapter (Co-Sponsor),1,no
"American Red Cross Women, Infants and Children Program",1,no
American Red Cross of Greater Los Angeles,1,no
"American Red Cross, Los Angeles Chapter",1,no
"American Red Cross, Palo Alto",1,no
"American Red Cross, Riverside County",1,no
"American Red Cross, San Diego/Imperial Counties Chapter",1,no
"American Red Cross, Southern California Region",1,no
American Redress Coalition of California - Bay Area,1,no
"American Redress Coalition of California, Bay Area",1,no
American Registry of Magnetic Resonance Imaging Technologists,1,no
American Registry of Professional Animal Scientists,1,no
American Registry of Radiologic Technologists (ARRT),1,no
American Release Corporation,1,no
American Relief Agency for the Horn of Africa (ARAHA),1,no
American Religious Liberty Association - West,1,no
American Renegade Theatre Company (North Hollywood),1,no
"American Renewable Energy, LLC",1,no
American Rental Association of California,1,no
American Rentals Association,1,no
American Repertory Dance Company,1,no
American Resort,1,no
American Resort Development Assoc. [SPONSOR,1,no
American Resort Development Association Resort Owners Coalition (ARDA ROC),1,no
American Resort Development Association Resort Owners Coalition California,1,no
American Resort Development Association [CO-SPONSOR,1,no
"American Resort Development Association, California Business Properties Association, California Escrow Association, California Land Title Association, California Mortgage Association, California Pool and Spa Association, California Taxpayers Association, Community Associations Institute California Legislative Action Committee, County Recorders Association of California, Howard Jarvis Taxpayers Assocation, National Federation of Independent Business, United Trustees Association",1,no
"American Resort Development Association, Resort Owner Coalition",1,no
American Resource Center - Los Angeles,1,no
American Resource Center - San Francisco,1,no
American Restroom Association,1,no
American Rights at Work,1,no
American River Alano Club AA,1,no
American River Bank,1,no
American River Canyon,1,no
American River Charter School,1,no
American River College/West Coast University,1,no
American River Colleges' Chemical Dependency Studies Program,1,no
American River Fire Protection District,1,no
American River Parkway Advisory task Force,1,no
American River Raft Rentals,1,no
American River Touring Association,1,no
American River Touring Association Inc,1,no
American River Wellness,1,no
"American Rivers, Inc",1,no
American Riviera Bank,1,no
American Road and Transportation Builders Association,1,no
American Rottweiler Club Legislation Committee,1,no
American Russian Medical Assoc,1,no
American Safety & Health Institute,1,no
American Safety Council,1,no
American Salvadoran Foundation of Children with Cancer,1,no
"American Sand Association, Inc",1,no
American Savings,1,no
American Savings Bank,1,no
American Schizophrenia Association,1,no
American Self,1,no
American Sheet Metal,1,no
"American Sheet Metal Partition Co, Inc",1,no
"American Sheet Metal Partition Co., Inc",1,no
"American Shih Tzu Club, Inc",1,no
American Shooting,1,no
American Sikh Sangat,1,no
American Sleep Apnea Association,1,no
American Sleep Disorders Association,1,no
"American Social Action Committee, Los Angeles",1,no
American Society Against Cruelty to Animals,1,no
American Society For The Prevention Of Cruelty To Animals,1,yes
American Society For The Prevention of Cruelty to Animals,1,yes
American Society Of Clinical Oncology,1,no
American Society for,1,no
"American Society for Aesthetic Plastic Surgery, Inc",1,no
American Society for Amusement,1,no
American Society for Clinical Psychology,1,no
American Society for Dermatologic Surgery (Co-Sponsor),1,no
American Society for Dermatologic Surgery Association (ASDSA),1,no
American Society for Medical Technology,1,no
American Society for Metabolic and Bariatric Surgery - California State,1,no
"American Society for Quality (ASQ - Washington, DC)",1,no
American Society for the Advancement of,1,no
American Society for the Deaf,1,no
American Society for the Prevention of Cruelty to Animals (ASPC),1,no
American Society for the Prevention of the Cruelty to Animals,1,no
American Society of Appraisers (ASA),1,no
"American Society of Appraisers, American Society of Farm Managers and Rural Appraisers",1,no
"American Society of Appraisers, Los Angeles Chapter",1,no
"American Society of Appraisers, San Diego Chapter",1,no
American Society of Charitable Endowments,1,no
American Society of Civil Engineers (ASCE),1,no
American Society of Civil Engineers (ASCE) Region 9,1,no
"American Society of Civil Engineers (ASCE,) Region 9",1,no
American Society of Civil Engineers (ASCE-Region 9),1,no
American Society of Civil Engineers (Region 9),1,no
American Society of Civil Engineers - San Francisco Section,1,no
"American Society of Civil Engineers, California Region 9",1,no
"American Society of Civil Engineers, California State Council",1,no
"American Society of Civil Engineers, Region 9 (ASCE)",1,no
"American Society of Civil Engineers, Region 9 (California)",1,no
"American Society of Civil Engineers, San Francisco Section",1,no
"American Society of Civil Engineers-Region 9, Association of California Construction Managers, Association of California School Administrators, Atascadero Unified School District, Bakersfield City School District",1,no
American Society of Corporate Secretaries,1,no
American Society of Dermatology,1,no
American Society of Farm Managers and Rural,1,no
American Society of Hand Therapists (ASHT),1,no
"American Society of Heating, Refrigerating and Air-Conditioning Engineers, Inc",1,no
American Society of Home Inspectors,1,no
"American Society of Journalists and Authors, Inc",1,no
American Society of Landscape Architects - California Council,1,no
"American Society of Landscape Architects, San Diego Chapter",1,no
American Society of Maxillofacial Surgeons,1,no
American Society of Music Arrangers and Composers,1,no
American Society of Neuroimaging,1,no
American Society of Nuclear Cardiology,1,no
"American Society of Ophthalmic Plastic & Reconstructive Surgery, Inc",1,no
"American Society of Ophthalmic Plastic and Reconstructive Surgery, Inc",1,no
American Society of Outpatient Surgeons,1,no
American Society of Pension Professionals,1,no
American Society of Pension Professionals & Actuaries (Oppose,1,no
American Society of Pension Professionals and Actuaries,1,no
"American Society of Safety Engineers, Valley Coastal Chapter",1,no
American Society of Sanitary Engineering (ASSE),1,no
American Society of Sanitary Engineering (ASSE) International,1,no
American Society of Tissue Banks,1,no
American Society of the Prevention of Cruelty to,1,no
American Society on Aging (ASA),1,no
American Solar Electric,1,no
American Solar Energy Society |Pacific Gas and Electric Company,1,no
"American Solar Energy Society, Boulder, Colorado",1,no
American Specialty Health Plans (ASHP) also,1,no
