label,category,org_name
narrative-03,narrative,volume traffickers when it involves the incarceration of Black men
narrative-03,narrative,voluntarily improve their property while furthering the publicly
narrative-03,narrative,volunteer fails to report known or suspected child abuse. AB 1564 is
narrative-03,narrative,volunteer with any person or organization where the registrant would work directly and in an unaccompanied
narrative-03,narrative,vote of the people. On numerous bills attempting to raise fees for
narrative-03,narrative,vote of the people. This measure does not include such a provision
narrative-03,narrative,voters in 2014
narrative-03,narrative,Voters that do not understand the history and government of the United
narrative-03,narrative,"Voters, California National Organization for"
narrative-03,narrative,votes for it is about the same as the number of those in
narrative-03,narrative,Voting is at the heart of our democracy. Efforts to register voters
narrative-03,narrative,vulnerability to acts of aggression or violence. CENA requests amendments
narrative-03,narrative,vulnerable to employer abuse
narrative-03,narrative,w)e strongly
narrative-03,narrative,w)hile our City Council strongly
narrative-03,narrative,Wade which left
narrative-03,narrative,"Wade, leaving the right to abortion up to individual"
narrative-03,narrative,"wage or salary to register voters with a certain political party, but"
narrative-03,narrative,wage statute is violated. They also
narrative-03,narrative,wage underpayment
narrative-03,narrative,"wagered in California would stay in the state for commissions, purses, breeder's awards, and state license fees"
narrative-03,narrative,wagering opportunities will be facilitated by an increase in clerk
narrative-03,narrative,wages and court costs from employers. The labor commissioner
narrative-03,narrative,"wages currently exist in California law, as do mechanisms for enforcement"
narrative-03,narrative,wages due could be criminally prosecuted and charged with a felony under
narrative-03,narrative,wages instead of increased productivity and technology
narrative-03,narrative,waiting for these approvals might result in their campuses
narrative-03,narrative,waiting period
narrative-03,narrative,Waiting time penalties and defined timeframes for the payment of final
narrative-03,narrative,waiver and that codifying piecemeal exemptions will lead to costly and disjointed policies
narrative-03,narrative,"waiver for both school districts that dropped below the ""super-minimum"" as well as school districts that dropped"
narrative-03,narrative,waiver to allow the current facilities involved in the pilot to continue operation while the permanent waiver
narrative-03,narrative,"waivers, which would apply to any school district within"
narrative-03,narrative,want to be listed until they have a chance to review)
narrative-03,narrative,want to encourage patrons to withdraw cash to facilitate their gambling
narrative-03,narrative,wants the protections of the prior
narrative-03,narrative,"wants to bid for a contract. Under this circumstance, will the HSRA merely"
narrative-03,narrative,"wards safe and, when necessary, place a ward in a treatment program"
narrative-03,narrative,"warm line requirement did not address cost recovery, and that its line"
narrative-03,narrative,warm lines yet
narrative-03,narrative,warrants an appropriation is needed to reissue the payment
narrative-03,narrative,"warranty, for up to three years from the date the car was"
narrative-03,narrative,wars with or retaliatory actions by other states or nations
narrative-03,narrative,was a conviction that has been dismissed pursuant to Section
narrative-03,narrative,was also not part of the agreement that was made back in 2004 in which
narrative-03,narrative,was caught driving with a 0.21 BAC. There is little justification to
narrative-03,narrative,was clearly made on a limited-term basis
narrative-03,narrative,was designed to protect consumers from unwanted marketing
narrative-03,narrative,was directly related or a result of the battering experience. AB 1593
narrative-03,narrative,"was filed prior to the access study qualification, and it is unclear"
narrative-03,narrative,was forced to decline federal funding for Americorps because
narrative-03,narrative,"was heard by this committee, it would have diverted approximately $2"
narrative-03,narrative,"was held in committee. However, prior votes and analyses are not"
narrative-03,narrative,was held on this committee's Suspense File
narrative-03,narrative,was held on this committee's suspense file
narrative-03,narrative,was in opposition because the bill lacked a process for an
narrative-03,narrative,"was in use and there was bodily injury to the occupant of the seat, or 3) the seat was in use and there was physical damage to"
narrative-03,narrative,was much discussion at the time the law was enacted as to
narrative-03,narrative,was not taken up on the Senate Floor
narrative-03,narrative,was opposed by a number of ethanol producers and related industrial groups
narrative-03,narrative,was passed by voters in November 2004
narrative-03,narrative,was passed with the understanding that Santa Barbara residents
narrative-03,narrative,was received by this committee expressing concerns about the study this
narrative-03,narrative,was submitted to the Department of Finance (DOF) and to the Joint Legislative Budget Committee. Since the use of HAVA
narrative-03,narrative,was unable to offer an opinion about whether the federal government would agree to expand the 30 day
narrative-03,narrative,was vetoed by Governor Schwarzenegger in September 2010 with the following message
narrative-04,narrative,"was written, it was uncertain to what extent the significant"
narrative-04,narrative,Washington DC decision by SCOTUS made several things abundantly clear: the 2nd Amendment is an individual right (as
narrative-04,narrative,Waste Board to address what is perceived as an artificial and unnecessary barrier to cleaning up abandoned and illegal disposal sites
narrative-04,narrative,waste disposal amnesty days
narrative-04,narrative,wastes money and endangers the public. Evidence based research recognized
narrative-04,narrative,watchdog functions
narrative-04,narrative,water agencies and agricultural organizations in the San Joaquin Valley
narrative-04,narrative,Water agencies are concerned that moving the entire drinking water
narrative-04,narrative,Water Agencies have taken a neutral position with the
narrative-04,narrative,"Water Agency, 600 individuals"
narrative-04,narrative,water and therefore should not be subject to water supply assessment
narrative-04,narrative,"Water Association, Calleguas Municipal Water"
narrative-04,narrative,"Water Committee, Western Municipal Water"
narrative-04,narrative,"Water Company, San Gabriel Valley Water"
narrative-04,narrative,"Water District, Cucamonga Valley Water"
narrative-04,narrative,"Water District, San Francisco Public Utilities"
narrative-04,narrative,"Water District, Whispering Palms, 3 letters"
narrative-04,narrative,"water from the Delta, as well as the Chamber of Commerce and a few other"
narrative-04,narrative,"water log data. In addition, supporters refute opponent's security"
narrative-04,narrative,Water Reuse Association of California to require DWR to adopt graywater standards for commercial buildings and to approve the use of graywater for subsurface irrigation
narrative-04,narrative,Water Service Company have taken a neutral position with
narrative-04,narrative,"Water Solutions Now!, a coalition of the following entities"
narrative-04,narrative,"Water Solutions Now, a coalition of the following entities"
narrative-04,narrative,water system notices to the requirements of AB 938 of this Legislative
narrative-04,narrative,water system to obtain the public water system will provide either a
narrative-04,narrative,water users via higher fees
narrative-04,narrative,"water, DHS does not"
narrative-04,narrative,WateReuse Association of California (source Association of California Water Agencies California Association of Sanitation Agencies East Bay Municipal Utilities District
narrative-04,narrative,WateReuse Association of California to clarify the types of nonresidential structures
narrative-04,narrative,"watershed program, in order to ensure that watershed planning is science"
narrative-04,narrative,WAVE would like to express our strong
narrative-04,narrative,way to handle human remains. Some supporters also
narrative-04,narrative,"way when the violent incident occurred. Unfortunately, this leaves out"
narrative-04,narrative,ways they help their children succeed in school
narrative-04,narrative,WCLP is a proud member of the Health Consumer Alliance (HCA) and provides technical assistance and
narrative-04,narrative,we agree that 'it is a matter of equity and economic justice that we
narrative-04,narrative,We agree that those in need of a protective order should have as many
narrative-04,narrative,we agree with you that there is no rational basis for having different
narrative-04,narrative,"We also accept that students have the right to be given an alternative assignment, when the teacher"
narrative-04,narrative,We also generally
narrative-04,narrative,"We also have misgivings about referring these cases to the Board of Parole Hearings (BPH), which has a dismal record for granting parole. In"
narrative-04,narrative,"We also hope that this position can be instilled with the proper authority, purview, and staff to make choices that"
narrative-04,narrative,We also remain
narrative-04,narrative,We also strongly
narrative-04,narrative,We also underscore the importance of implementation
narrative-04,narrative,We also want to
narrative-04,narrative,We also would like to remind everybody that Buried Under the Blue
narrative-04,narrative,We applaud this effort and recognizes its potential to significantly impact lives by providing better
narrative-04,narrative,We appreciate the State's ongoing
narrative-04,narrative,We are also
narrative-04,narrative,We are also always
narrative-04,narrative,We are also troubled with AB 2784's failure to provide financial
narrative-04,narrative,we are aware of the serious disparity that exists in the way African
narrative-04,narrative,we are collectively pleased
narrative-04,narrative,we are concerned that AB 39
narrative-04,narrative,We are concerned that posting the accusations will have
narrative-04,narrative,We are concerned that the bill is unnecessary given the way in which
narrative-04,narrative,We are concerned that the bill regulates AI technology as
narrative-04,narrative,we are concerned with giving generalized regulatory authority to CalRecycle on food product labeling
narrative-04,narrative,we are deeply concerned with the spiritual
narrative-04,narrative,We are especially concerned about consideration of the Pacheco absent a
narrative-04,narrative,We are excited
narrative-04,narrative,We are forced to remove our
narrative-04,narrative,We are forced to remove our support for this measure as these changes mean that SB243 will not adequately provide additional protections to Californians and will set a dangerous precedent other
narrative-04,narrative,We are further concerned that the draft EIR identified the Pacheco route as
narrative-04,narrative,We are not
narrative-04,narrative,we are pleased to communicate our
narrative-04,narrative,we are pleased to express our strong
narrative-04,narrative,We are pleased to inform you of our
narrative-04,narrative,we are seeing the vulnerabilities in this system as producers
narrative-04,narrative,we are still
narrative-04,narrative,We are therefore pleased
narrative-04,narrative,we are vehemently
narrative-04,narrative,we are worried SB 379 in its current form puts too heavy a mandate on local cities without offering adequate resources - such
narrative-04,narrative,We are writing on behalf of our national accounting firm clients
narrative-04,narrative,We are writing to strongly
narrative-04,narrative,We are writing to you today to express our
narrative-04,narrative,We are] please
narrative-04,narrative,We are] pleased
narrative-04,narrative,We ask that you
narrative-04,narrative,we believe
narrative-04,narrative,We believe AB 301 will help our State counter hate crimes by facilitating more accurate hate crime data collection and the reporting of such crimes by victims
narrative-04,narrative,We believe educational employees in California have ample access to retirement vehicles and must respectfully
narrative-04,narrative,We believe in strong environmental regulations and
narrative-04,narrative,"We believe now, as we did then, that expanding the DFPI's authority to enforce UDAAP"
narrative-04,narrative,We believe that providing state
narrative-04,narrative,We believe that SB1091 aligns with our collective vision that every student in California attends a zero emission and climate-resilient school that
narrative-04,narrative,We believe that the education system should not use their resources to indoctrinate students or push them
narrative-04,narrative,we believe the simple act of providing proof of eligibility is well within the purview of any community or municipality and is the single greatest tool to enhancing confidence in our elections and
narrative-04,narrative,We believe the structure of this extended producer responsibility program needs further vetting and we urge you
narrative-04,narrative,we can create a strong network of comprehensive
narrative-04,narrative,We can look to other
narrative-04,narrative,We can no longer afford to waste any more of the
narrative-04,narrative,We Care
narrative-04,narrative,we completely
narrative-04,narrative,We concur in this holding and therefore must
narrative-04,narrative,we contend that the ability to suspend or expel a student does not mutually exclude the provision
narrative-04,narrative,we continue
narrative-04,narrative,We encourage the Legislature to send a strong message to the OMB that California's leaders
narrative-04,narrative,we ensure that organizations calling themselves 'Children's Advocacy Centers' are providing quality services
narrative-04,narrative,We enthusiastically
narrative-04,narrative,we find it troubling that SB 259 seeks to enact the broadest prohibitions possible with the narrowest expectations necessary - as
narrative-04,narrative,We founded the Drop the 'A' Word coalition whose goal is to eliminate the word accident when talking about crashes and crimes that involve impairment or distraction
narrative-04,narrative,We further
narrative-04,narrative,We greatly appreciate the commitment of the Legislature and the Governor to provide state
narrative-04,narrative,We have been working on this issue for the past two years beginning with our
narrative-04,narrative,we have carefully considered the privacy and data protection issues incumbent with direct-to-consumer genetic testing services and we
narrative-04,narrative,We have collaborated with drivers and bipartisan legislators around the country
narrative-04,narrative,We have consistently
narrative-04,narrative,We have found that peer
narrative-04,narrative,We have many of the pieces of a nascent CDR eco-system that could
narrative-04,narrative,we have yet to see evidence
narrative-04,narrative,We hope that the mandatory reporting requirement reminds attorneys they can always contribute financially
narrative-04,narrative,We hope this agreement comes shortly and will enthusiastically
narrative-04,narrative,we know that for our formerly incarcerated clients appropriate training and
narrative-04,narrative,We know that without
narrative-04,narrative,We look forward to working together to implement the proposed improvements and
narrative-04,narrative,we may all more rapidly purge our sites of offenders registered in California
narrative-04,narrative,We must continue
narrative-04,narrative,we must not lose sight of the state's immediate needs as we continue our collective efforts to transition to clean gaseous fuels and clean electricity. While well-intended
narrative-04,narrative,we must now
narrative-04,narrative,we must plan for them. A key component of this planning consists of developing clear standards to guide water use during protracted dry periods
narrative-04,narrative,We must reiterate CTA
narrative-04,narrative,we must strongly
narrative-04,narrative,We must therefore respectfully
narrative-04,narrative,We must work to improve the way we deliver behavioral health
narrative-04,narrative,We need to empower California educators and school staff by ensuring they have the tools and training
narrative-04,narrative,we offered to take an approach based on common sense and flexibility
narrative-04,narrative,We oppose LWOP for youth in California because they are
narrative-04,narrative,we proudly
narrative-04,narrative,We recognize and share your intent to ensure that rape kits are analyzed and processed in order to identify and convict offenders of these heinous
narrative-04,narrative,We recognize that many parties
narrative-04,narrative,We recognize the value that this SOMB offers to both local and state governments and we
narrative-04,narrative,we recommend and
narrative-04,narrative,we request your
narrative-04,narrative,We require a fee for service
narrative-04,narrative,we resoundingly sponsor and
narrative-04,narrative,We respectfully
narrative-04,narrative,We respectfully request Assemblymember Zbur amends AB 39 to incorporate a funding stream that can
narrative-04,narrative,we respectfully request that AB 1248 be amended to ensure counties are fully reimbursed for costs and incorporate more robust statutory and technical assistance
narrative-04,narrative,we respectfully request your
narrative-04,narrative,we respectfully urge you
narrative-04,narrative,We respectfully urge your
narrative-04,narrative,we respectfully urge your colleagues in the Legislature
narrative-04,narrative,We seek
narrative-04,narrative,we should be investing in community-based solutions that address the underlying systemic issues driving exploitation and
narrative-04,narrative,we should pause and reflect on the fact that our bulging criminal code
narrative-04,narrative,We stand in strong
narrative-05,narrative,we still
narrative-05,narrative,We strongly encourage policymakers
narrative-05,narrative,We strongly support the intent of the bill to protect children and youth from harm but
narrative-05,narrative,we strongly urge you
narrative-05,narrative,We support AB 1466 for the reasons below and ask this committee
narrative-05,narrative,We support any opportunity to strike from California code arcane felonies and misdemeanors that serve no purpose. California's 'posse comitatus' law - enacted in 1872 - is a vestige of a bygone era
narrative-05,narrative,We support meaningful reforms to PAGA to ensure workers get their
narrative-05,narrative,We take consumer education very seriously and wholeheartedly
narrative-05,narrative,We therefore ask for
narrative-05,narrative,We therefore respectfully recommend that AB 1096 be amended to
narrative-05,narrative,We therefore urge your
narrative-05,narrative,we think having a designated slot for a neurologist is appropriate and
narrative-05,narrative,We think it is important to
narrative-05,narrative,we urge
narrative-05,narrative,we urge the committee
narrative-05,narrative,We urge you to not
narrative-05,narrative,We urge you to redirect your energies and pursue further studies of the effectiveness of interlock devices in California before making such a
narrative-05,narrative,We urge your leadership and
narrative-05,narrative,We view this
narrative-05,narrative,We will continue to
narrative-05,narrative,We will continue to actively
narrative-05,narrative,we will have policies in place
narrative-05,narrative,we would
narrative-05,narrative,We would like to share the experience of child welfare advocates in other
narrative-05,narrative,we would not be
narrative-05,narrative,we write as sponsors in support of AB 1168 (Gipson) that continues the existing moratorium on card club expansion to the year 2030
narrative-05,narrative,We write to express WAVE Action Fund's
narrative-05,narrative,We write to register our strong
narrative-05,narrative,We write to] express our strong
narrative-05,narrative,We're writing to request that you
narrative-05,narrative,we've heard from scores of wineries regarding the importance of this law in helping
narrative-05,narrative,We've long advocated for thoughtful AI regulation and our
narrative-05,narrative,weaken existing incentives for fraud and deceit
narrative-05,narrative,weakening licensing standards for health care professionals is
narrative-05,narrative,"wealthier areas of the state, which tend to have higher"
narrative-05,narrative,weapon owners who pose a threat to public safety. APPS
narrative-05,narrative,weapons to the party were convicted of murder and attempted murder and are still in prison. Nine witnesses
narrative-05,narrative,"web site providers, and an unknown number of ""third parties"" to access"
narrative-05,narrative,"Weber, sponsor of this measure"
narrative-05,narrative,"website reminds us, 90% of those who commit sexual offenses against"
narrative-05,narrative,websites and provides email or other individual communication
narrative-05,narrative,"websites. Given the ease of creating internet addresses, there is"
narrative-05,narrative,websites. The Superintendent of Public Instruction has
narrative-05,narrative,WECA does not
narrative-05,narrative,WECA firmly
narrative-05,narrative,week cap was one of the major reforms that have helped control workers
narrative-05,narrative,"week, and Uber"
narrative-05,narrative,"weeks of benefits by seeking unnecessary treatment. Finally, public sector"
narrative-05,narrative,"weight"" to evidence of IPBE"
narrative-05,narrative,Welfare Action (committee analysis)
narrative-05,narrative,welfare department and local providers of services to
narrative-05,narrative,welfare for work and
narrative-05,narrative,welfare fraud
narrative-05,narrative,Welfare Fund. This would essentially privatize rehabilitative and re
narrative-05,narrative,welfare reform and the continuing entrance of women into
narrative-05,narrative,"welfare reform indicates evidence of a ""chilling effect"" on"
narrative-05,narrative,"welfare-to-work counseling and other services, and expressed"
narrative-05,narrative,well as considering impacts to transmission and distribution system
narrative-05,narrative,well as inspector's observations during the course of other
narrative-05,narrative,well as more sophisticated and high-risk offenders for probation
narrative-05,narrative,"well as practicing specialists has been declining, and that adding"
narrative-05,narrative,well as subjecting them to new threats of litigation over California
narrative-05,narrative,well as the American Society of Civil Engineers and environmental and community groups. Supporters
narrative-05,narrative,well as the California Chamber of Commerce
narrative-05,narrative,"well as the proposed discovery provisions, may present"
narrative-05,narrative,"well as younger, lower paid workers and their families, who"
narrative-05,narrative,well below the national average for generating
narrative-05,narrative,"well, and the delays that result"
narrative-05,narrative,well-being of the animal. Elevating this to a more detailed
narrative-05,narrative,well-crafted and should be considered a model for other similar local
narrative-05,narrative,"well-woman"" visit each year, which allows women to go directly"
narrative-05,narrative,"went on to bred, and so on. Ask the breeders if they pay income taxes on"
narrative-05,narrative,"were able to contribute something other than fiscal resources, such as"
narrative-05,narrative,were actually received on the provisions of the bill as
narrative-05,narrative,were amended to remove residential ratepayers from the SGIP subsidy. TURN
narrative-05,narrative,"were approved by this committee on April 19, 1995 and are"
narrative-05,narrative,Were California to draw down Medi-Cal reimbursement rates more aligned with other large
narrative-05,narrative,were convicted of murder and attempted murder and are still in prison
narrative-05,narrative,were engaging in the sale of unsafe handguns to persons who were not
narrative-05,narrative,were expressed by the California Chamber of Commerce and the Western States Petroleum Association
narrative-05,narrative,were instituted after a lengthy working group process involving a diverse
narrative-05,narrative,were limited to these provisions
narrative-05,narrative,"were located in Southern California, while 66 were within the nine-county"
narrative-05,narrative,were never intended
narrative-05,narrative,were not experiencing the same problems as smaller employers
narrative-05,narrative,were opposed to the requirement that all criminal actions
narrative-05,narrative,were required to
narrative-05,narrative,were to arrive on my desk next year in an amended form
narrative-05,narrative,"were to occur, such as the unincorporated area of East Los Angeles, this"
narrative-05,narrative,"were tried together and on December 4, 1997, a jury found all three"
narrative-05,narrative,were used in a constitutionally acceptable manner. Giving
narrative-05,narrative,"Western Center on Law & Poverty and Justice in Aging, who note Medi-Cal plays a crucial role in providing mental health services in California"
narrative-05,narrative,"Western Center on Law & Poverty, commenting on the previous version of the bill"
narrative-05,narrative,Western Center on Law and Poverty (WCLP) and a coalition of equity-focused groups
narrative-05,narrative,Western Center on Law and Poverty to improve alignment between Medi-Cal and CalFresh reporting periods
narrative-05,narrative,"Western Center on Law and Poverty, Justice in Aging, and Disability Rights California to raise the income level of the A&D FPL Program to 138% FPL, creating a ""bright line"" of income eligibility"
narrative-05,narrative,Western Growers and a number of agricultural trade associations
narrative-05,narrative,Western Growers Association and numerous private growers
narrative-05,narrative,Western United Dairymen to significantly restrict the sale of PIA dairy products produced at CSP Corcoran
narrative-05,narrative,We] are pleased
narrative-05,narrative,We] would like to inform this committee of our
narrative-05,narrative,"what appears to be an issue in the Assemblymember's district, rather than"
narrative-05,narrative,"what constitutes an ""excessive amount"" of administrative costs. Are regulations necessary? As"
narrative-05,narrative,what decisions they can
narrative-05,narrative,"what food is potentially hazardous or not, and that allowing"
narrative-05,narrative,What gives this Legislature the right to override other
narrative-05,narrative,what may amount to an inadvertent failure to register
narrative-05,narrative,what new and different information would be revealed
narrative-05,narrative,what Sprint Nextel
narrative-05,narrative,"what those rules will be, creating a level playing field for everyone"
narrative-05,narrative,What will be the economic and human impact on the disabled or elderly
narrative-05,narrative,What will be the impact of the looming federal policies in this area? How
narrative-05,narrative,"what would be the actions of a clerk. ""A major issue is the absence of a"
narrative-05,narrative,When a person is traveling with their dog on vacation this is not a
narrative-05,narrative,"When a prior version of the bill was heard in the Health Committee, a number of health plans expressed"
narrative-05,narrative,When asked if they 'favor or
narrative-05,narrative,when deciding to change the rules shaping their relationship
narrative-05,narrative,when doing so was assumed to be unlawful - could still get a service provider's license under the current version of the bill. They
narrative-05,narrative,when faced with renewing their coverage. They
narrative-05,narrative,when interested parties attempt to exercise due diligence by verifying the legitimacy of an LLC via the Secretary of State's online database
narrative-05,narrative,when it fails to meet academic targets for two consecutive years. NCLB
narrative-05,narrative,"when it is a matter of public health, it is important that the community's or workplace's right to know is protected as much as"
narrative-05,narrative,"when looking at an individual's criminal history information (rap sheet), we have not been able to answer that seemingly simple question. This has"
narrative-05,narrative,"When looking at the totality of the evidence, the forensic evidence"
narrative-05,narrative,when low precipitation coupled with longer
narrative-05,narrative,when purchasing death certificates to bury their loved ones and handle the decedent's estate and does not benefit the individual purchasing a certified copy of a death certificate
narrative-05,narrative,When students turn to peers
narrative-05,narrative,"When the California growing season ends, produce suppliers get products from other countries or"
narrative-05,narrative,"when the complete risk assessment is performed, they should"
narrative-05,narrative,"when the construction of high-speed rail gets underway, the project is not"
narrative-05,narrative,When the Director of the Department of Corrections determines
narrative-05,narrative,"when the employee adds value beyond their cost, and the $3000 credit will"
narrative-05,narrative,when the magazine is removed the gun will not fire
narrative-05,narrative,when their contract is substantially changed. The sponsors
narrative-05,narrative,when there are good faith disagreements about medical care. They further
narrative-05,narrative,when there are many competing needs and limited funds available
narrative-05,narrative,when they do not need care
narrative-05,narrative,when they want it
narrative-05,narrative,where employees directly benefit from their skill and productivity and share in the profits with the establishment owner. As this incentive pay structure has been outlawed
narrative-05,narrative,"Where financial need exists, an individual may petition for a fee waiver"
narrative-05,narrative,Where is the evidence that California better serves vulnerable youth than the
narrative-05,narrative,"where no probation is sentenced, does not contain a parallel 'interests"
narrative-05,narrative,where NPs are more likely to practice. The shortage is reflected in Latino
narrative-05,narrative,where psychiatric patients are removed from the general ED population
narrative-05,narrative,where the injury occurred or where the injured worker lives. Opponents
narrative-05,narrative,"where the mortgage guaranty insurers are domiciled. In this regard, it"
narrative-05,narrative,where the veteran's only means of paying
narrative-05,narrative,"where there is no injury or weapon, but takes $150,000, could"
narrative-06,narrative,where they live
narrative-06,narrative,where they may realize the treatment is unaffordable and may abandon the medication altogether. According to CCC
narrative-06,narrative,where they present a threat to public and environmental health
narrative-06,narrative,"where trapping is not allowed, and"
narrative-06,narrative,whereby plans and insurers would be obligated to pay any claim upfront
narrative-06,narrative,whether a particular immunization recommended for children by the ACIP
narrative-06,narrative,"whether a person is an SVP does not concur, the Director of DMH appoints"
narrative-06,narrative,whether a public safety message delivered by mail during the waiting
narrative-06,narrative,whether an original seller
narrative-06,narrative,whether at religious or non-religious schools
narrative-06,narrative,whether California's death penalty law can be amended in
narrative-06,narrative,whether care recommended by a physician is provided to an
narrative-06,narrative,whether direct
narrative-06,narrative,whether employees have actually gained the expected benefits
narrative-06,narrative,whether HMOs were in compliance with statutory health care
narrative-06,narrative,whether mediation was a precondition to an employee organization's
narrative-06,narrative,whether new municipal utility load in general-whether through
narrative-06,narrative,"whether or not a licensee with several houses in the same community, that"
narrative-06,narrative,whether or not it is prudent for the state to invest millions of dollars
narrative-06,narrative,"whether original sale or resaleincluding a site operated by an original seller that allows consumers to resell tickets. (k) A ""ticket reseller"
narrative-06,narrative,whether selling this asset to the Desert Water Agency
narrative-06,narrative,whether the employee was eligible for health care coverage
narrative-06,narrative,whether the maps will ultimately be useful
narrative-06,narrative,"whether they are mechanical or inverter based systems, how they"
narrative-06,narrative,whether this narrowing of the scope of the bill affects this objection
narrative-06,narrative,whether to adopt the model ordinance that is published by HCD
narrative-06,narrative,whether to grant an individual the opportunity to return to
narrative-06,narrative,"which ""assures all consumers"
narrative-06,narrative,which a charter school serves a student population that is similar to the local school district population
narrative-06,narrative,"which a person may change an e-mail address, and considering that many"
narrative-06,narrative,which a prior drug conviction that would otherwise disqualify
narrative-06,narrative,which accredits schools of naturopathic medicine
narrative-06,narrative,"which activities are prohibited and the law is applied correctly, arguing that ""many motorists are receiving citations for other"
narrative-06,narrative,which advocates and promotes abortions and related services
narrative-06,narrative,which all write
narrative-06,narrative,which allows small producers that may not have the means to purchase new equipment to replace their more-polluting equipment with cleaner equipment. As of September 2022
narrative-06,narrative,which are exempted under Civil Code Section 3344 (d). The bill does not alter that exemption
narrative-06,narrative,which are key to digital navigation technical
narrative-06,narrative,which are reflected in this analysis
narrative-06,narrative,which assists counties
narrative-06,narrative,which assists counties with support and training. The Center facilitates stakeholder groups
narrative-06,narrative,which avoid the introduction of toxic materials
narrative-06,narrative,which CalRecycle notes cannot
narrative-06,narrative,which can trigger civil and criminal liability. Section 2087 provides them assurances that pure accidental take will not be the impetus for liability. As a result
narrative-06,narrative,which coerces a waiver of federal constitutional and statutory rights
narrative-06,narrative,which convened a task force pursuant to the original legislation establishing this mandate to examine provider qualification standards
narrative-06,narrative,which costs about $1
narrative-06,narrative,which could
narrative-06,narrative,which could have substantial economic
narrative-06,narrative,which counterproductively prolongs and deepens the youth's system involvement
narrative-06,narrative,which creates risk
narrative-06,narrative,which diminishes the tax revenue the state collects
narrative-06,narrative,which disadvantages organizations that are working
narrative-06,narrative,which ensure effective interregional planning that
narrative-06,narrative,which entails the right to make and effectuate decisions about all matters relating to pregnancy
narrative-06,narrative,"which envisioned a comprehensive and well-informed groundwater regulatory framework."" They further"
narrative-06,narrative,which existing law states they are eligible
narrative-06,narrative,which had to be conducted at least once every five years
narrative-06,narrative,which has a
narrative-06,narrative,which has taken an
narrative-06,narrative,which have sparked thousands of calls to poison centers across the U.S. These drugs contain synthetic chemicals that are similar to
narrative-06,narrative,which help ensure that they have knowledge of healthcare and end-of-life
narrative-06,narrative,which impede the Medical Board's investigators from their
narrative-06,narrative,which in turn would slow progress. Further
narrative-06,narrative,which include reportable compensation and other compensation for various employees. These industry-standard details provide accountability and transparency
narrative-06,narrative,which include the Traditional Values Coalition
narrative-06,narrative,which include The Utility Reform Network (TURN)
narrative-06,narrative,which includes the following member organizations: Air Force Sergeants Association
narrative-06,narrative,"which includes, California Network of Mental Health Clients"
narrative-06,narrative,which indicates that it supported last year's reforms
narrative-06,narrative,which is currently under consideration by the Senate Budget
narrative-06,narrative,which is not currently accounted for in the state's fiscal plan. With our state facing lower-than-expected revenues over the first few months of this fiscal year
narrative-06,narrative,which is typically a city council
narrative-06,narrative,which is very similar to the process already used by the CTC
narrative-06,narrative,which is why I cannot
narrative-06,narrative,which is why we
narrative-06,narrative,which just took effect on January 1
narrative-06,narrative,which law to enforce when dealing with medical marijuana: federal or
narrative-06,narrative,which makes it even more difficult to obtain financing for those projects
narrative-06,narrative,which makes it imperative that they allocate funds and time to provide adequate
narrative-06,narrative,which may include psychotherapy notes
narrative-06,narrative,which parents can safely surrender their newborns may not significantly
narrative-06,narrative,which PCMA
narrative-06,narrative,which PCMA states typically include quality standards as well as reimbursement rates
narrative-06,narrative,which prohibits pre-judgment injunctions in defamation cases
narrative-06,narrative,which provides a framework to regulate labor relations. Salary terms are a negotiated item in collective bargaining agreements and subject to CSU Board of Trustees approval
narrative-06,narrative,which provides beneficiaries non-medical
narrative-06,narrative,which provides emergency room patients with access to medically assisted treatment and
narrative-06,narrative,which provides public health and safety protections. Evidence shows that
narrative-06,narrative,which regulates home care organizations and registers home care aides
narrative-06,narrative,which represents cannabis businesses in rural legacy producing counties
narrative-06,narrative,which represents industry
narrative-06,narrative,which represents over $110 million in product and
narrative-06,narrative,which represents the air pollution control officers from all 35 local air quality districts throughout California
narrative-06,narrative,which require
narrative-06,narrative,which the company describes as desirable
narrative-06,narrative,which the Court found does not shield disability payments from seizure under an otherwise valid child
narrative-06,narrative,which the Judicial Council categorically
narrative-06,narrative,which the Judicial Council has
narrative-06,narrative,which the sidewalk is located - usually a local public entity
narrative-06,narrative,which the UC can act on now. Other actions to improve UC's policies can be considered when the UC's total budget is considered by the state
narrative-06,narrative,which there has been no showing of any harm to residents from conversions
narrative-06,narrative,which they
narrative-06,narrative,which they are in dire need
narrative-06,narrative,"which this country began and has flourished, [and] AB 1001"
narrative-06,narrative,which those costs are allocated bear a fair or reasonable relationship to
narrative-06,narrative,which tightens up the process for certifying emotional
narrative-06,narrative,which to deter larger and more diverse firms with the financial resources
narrative-06,narrative,which to receive their wages
narrative-06,narrative,which translates into the loss of thousands of childcare slots for low-income children
narrative-06,narrative,which undermines the prosecution's entire case and points unerringly to
narrative-06,narrative,which unfairly delays plans to make investments in infrastructure and capital improvements
narrative-06,narrative,which view nonprofit conservation organizations as DFG's partners
narrative-06,narrative,which was similar
narrative-06,narrative,which was vetoed by the Governor along with a number of other tax expenditure bills
narrative-06,narrative,which we know the authors firmly
narrative-06,narrative,which will enhance the educational experience of SDSU student-athletes and
narrative-06,narrative,which will established the minimum wage for contract workers at $13 per hour starting October 2015
