idx,category,still_in_crosswalk,type,name
526,dirty,False,child,Los Angeles County Office of Education: GOVERNOR'S VETO MESSAGE
527,dirty,True,child,"County of Los Angeles - Studio City, Glendale, West Van Nuys, Van Nuys, and Sherman Oaks"
528,dirty,True,child,"County of Los Angeles - Studio City, lendale, West Van Nuys, Van Nuys, and Sherman Oaks"
529,dirty,True,child,Marin County Hazardous and Solid Waste Mgmt. Joint Powers Authority Napa
530,narrative,False,child,How is the Pilot Progressing? According to the Solano County Board of Supervisors
531,dirty,True,child,"Yuba County Board of Supervisors, on behalf of Pat McGrath, Yuba County"
532,conjoined,True,child,"City of Dinuba, Mayor Terry McKittrick, Danny Delgado, Chair, Dinuba"
533,individual,True,child,"City of San Jose, Mayor, Matt Mahan, City of San Jose, Vice Mayor, Rosemary Kamei"
534,narrative,False,canonical,"Stronach Group, on behalf Golden Gate Fields and Santa Anita Park"
535,narrative,False,child,"Sunita Jain Anti-Trafficking Initiative, sponsor of the bill"
536,narrative,False,canonical,Sustainable Conservation on Behalf of the Brake Pad Partnership
537,narrative,False,child,Taxpayers & Involved Water District Committee Assoc. Alameda Belmont Berkeley Calabasas Escalon Lakewood Modesto Norco Ojai Sunnyvale Tracy Walnut Alameda Mono Sacramento Ventura PROCEDURES
538,dirty,True,child,Taxpayers for Improving Public Safety NOTE: THIS ANALYSIS REFLECTS AUTHOR'S AMENDMENTS
539,narrative,False,child,"Technology, Trade and Commerce Agency on behalf of the Governor"
540,individual,True,canonical,"Terra Lawson-Remer, JD, PhD, Candidate, San Diego County Board of Supervisors, District 3"
541,narrative,False,child,"California Restaurant Association, in support of a previous version of the bill"
542,narrative,False,child,"California Restaurant Association, in support of a prior version of the bill"
543,narrative,False,child,"California Restaurant Association, which represents the restaurant and foodservice industry"
544,clean_org,True,child,"The Children's Clinic, ""serving Children and Their Families""/TCC Family Health"
545,conjoined,True,canonical,"The Dwyer Group (AirServ, Glass Doctor, The Grounds Guys, Mr. Appliance, Mr. Electric, Mr)"
546,conjoined,True,canonical,"The Dwyer Group (AirServ, Glass Doctor, The Grounds Guys, Mr. Appliance, Mr. Electric, Mr. Rooter, Portland Glass, Rainbow International)"
547,clean_org,True,canonical,"The Institute for Human and Social Development, Inc. Dba Izzi Early Education"
548,clean_org,True,canonical,"The Real F.A.C.T.S. (Forum on Abused Children & ""The System"")"
549,clean_org,True,child,"Transport Workers Union of America, Cal. State Conference: AFL-CIO"
550,clean_org,True,child,"Tri City Transportation Systems, Inc. DBA Yellow Cab and DBA Checker Cab"
551,conjoined,True,child,"Tri-valley Cities of Dublin, Livermore, Pleasanton, San Ramon, and Town of Danville"
552,clean_org,True,child,"University of California Los Angeles, Neurology Dept. Stroke Center"
553,clean_org,True,child,"University of California Los Angeles, Neurology Dept. Stroke Center: Movement Disorders Clinic"
554,clean_org,True,child,"Steam, Refrigerator, Air Conditioning, Pipe Fitters, Welders and Apprentices of the United Association Local Union 250"
555,clean_org,True,child,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW, Region 5"
556,conjoined,True,child,"United Food & Commercial Workers Union, Locals 101, 120,135, 324, 373, 373R, 532 Retirees Club, 839, 1442, 1179, 1179"
557,clean_org,True,child,"United Food and Commercial Workers International Union, Distillery, Wine & Allied Workers: Division, Local 45D, Fresno"
558,conjoined,True,child,"United Food & Commercial Workers Union, Locals 101, 120, 373R, 428, 648, 839, 870"
559,dirty,True,child,Budget Request. The United Nurses Associations of California/Union of Health Care Professionals
560,conjoined,True,child,Pajaro Valley Chamber of Com. Monterey Bay Clean Air Coalition
561,conjoined,True,child,"Santa Fe Springs Chamber of Commerce & Industrial League, Inc. Intel Corporation"
562,conjoined,True,child,"United Translators and Interpreters of New Jersey, CWA: Locals 1034, 9400, 9415, 9423"
563,conjoined,True,child,"United Union of Roofers, Waterproofers, and Allied Workers Local 36, 81, 220"
564,clean_org,True,child,"University of California at Davis, Calif. Medical Training Center"
565,conjoined,True,canonical,"Valley Porter Ranch, CA-29, CA-33, CA-34 Women's Feminists in Action, CA-37, CA-43, CA: Green Team, CA: StateStrong, Claremont / Inland"
566,dirty,True,child,"Valley Truck and Tractor Co. (Yuba City, Robbins, Woodland, Dixon, and Elk Grove)"
567,conjoined,True,canonical,"Valley, Cloverdale, Colusa County, East Bay, East Valley, El Dorado Hills, Elmwood, Euclid, Fremont, Hillcrest, Indian Valley, Lakewood, Livermore, Los Angeles, Manteca, Marin, Media City Burbank, Mendocino, Mid"
568,conjoined,True,canonical,"Valley, Cloverdale, Colusa County, East Bay, East Valley, El Dorado Hills, Elmwood, Euclid, Hillcrest, Indian Valley, Livermore, Los Angeles, Manteca, Marin, Media City Burbank, Mendocino, Normal Heights, OC 46, OC 48, Orchard City, Petaluma, ReSisters Walnut Creek, Ross Valley, Sacramento, San"
569,conjoined,True,canonical,"Valley, Cloverdale, Colusa County, East Bay, East Valley, El Dorado Hills, Euclid, Hillcrest, Livermore, Los Angeles, Manteca, Marin, Media City"
570,conjoined,True,canonical,"Valley, Contra Costa, Long Beach, Los Angeles, Marin, Napa, Nevada, Oakland, Orange County, Pomona, San Joaquin, Sacramento"
571,conjoined,True,canonical,"Valley, Costa Mesa, Crenshaw, Downey, Hanford, Hollywood, Inglewood/Airport Area"
572,conjoined,True,canonical,"Valley, El Dorado Hills, Elmwood, Euclid, Hillcrest, Indian Valley, Livermore, Los Angeles, Manteca, Marin, Media City Burbank, Mendocino, Normal Heights, OC 46, OC 48, Orchard City, Petaluma, ReSisters Walnut Creek, Ross Valley, Sacramento, San Diego Central, San Jose, San"
573,conjoined,True,canonical,"Valley, Fremont/East Bay, Fresno, Grass Valley/Nevada City, Greater"
574,conjoined,True,canonical,"Valley, Kern County Hispanic, Long Beach Area, Los Angeles Area, Port"
575,conjoined,True,canonical,"Valley, Long Beach Area, Los Angeles Latino, Moorpark, Murrieta/Wildomar, Port Hueneme, Santa Monica, Santa Paula, Ventura, and Vietnamese"
576,conjoined,True,canonical,"Valley, Mt. Shasta, Murrieta, Napa, Newport Beach, Norco, Norwalk, Novato, Oakdale, Oakland, Oceanside, Ojai, Ontario, Oroville, Palmdale, Palo Alto, Pasadena, Patterson, Pinole, Placentia, Pleasanton, Pomona, Poway, Rancho Cordova, Rancho Cucamonga, Red Bluff, Reedley, Rialto, Ridgecrest, Rio Vista, Riverbank, Rohnert Park, Rolling Hills Estates, Rosemead, Sacramento, Salinas, San Diego, San Francisco, Sanger, San"
577,conjoined,True,canonical,"Valley, National City, Rancho Cucamonga, Rocklin, Santa Cruz, Stockton"
578,conjoined,True,canonical,"Valley, San Diego, San Fernando Valley, San Francisco, San Mateo, Santa Barbara, and Santa Clara"
579,conjoined,True,canonical,"Valley, San Diego, San Fernando Valley, San Francisco, San Mateo, Santa Barbara, Santa Clara, Santa Cruz, South Bay LA, and Tri"
580,conjoined,True,canonical,"Valley-Porter Ranch, California Green Team, Claremont/Inland Valley, Cloverdale, Colusa County, East Bay, East Valley, El Dorado Hills, Elmwood, Euclid, Hillcrest, Indian Valley, Livermore, Lorin, Los Angeles, Manteca, Marin, Media City Burbank, Mendocino, Normal Heights, North Oakland"
581,conjoined,True,canonical,"Verdes Estates, Placentia, Poway, Rancho Cucamonga, Redwood City, Riverside, Rolling Hills, Rolling Hills"
582,conjoined,True,child,"SB Verdes Estates, Placentia, Poway, Rancho Cucamonga, Redwood City, Riverside, Rolling Hills, Rolling Hills"
583,individual,True,child,"William T. Bare, Colonel, USAF (ret.), Director, Monterey Veterans Transition Center"
584,dirty,False,child,"Vietnam Veterans of California, Inc.: GOVERNOR'S VETO MESSAGE"
585,conjoined,True,canonical,"Waterford, Los Gatos/Monte Serano, Burbank, Rialto, Auburn, Barstow, Emeryville, Escondido, Lodi, Brentwood, Delano, Livermore, Glenora, Glendale, Lodi, Fremont, Millbrae, Antioch, Santa"
586,conjoined,True,canonical,"Waterford, Los Gatos/Monte Serano, Burbank, Rialto, Auburn, Barstow, Emeryville, Escondido, Lodi, Brentwood, Delano, Livermore, Glenora, Glendale, Lodi, Fremont, Millbrae, Antioch, Santa Barbara, Vallejo, Piedmont, San Leandro, and Blue Lake Police Departments"
587,clean_org,True,canonical,"Weiss, Scolney, Spees, Danker & Shinderman, Attorneys at Law"
588,narrative,False,child,"Western Center on Law & Poverty, commenting on the previous version of the bill"
589,dirty,False,child,"Western Center on Law and Poverty, Inc.: GOVERNOR'S VETO MESSAGE"
590,narrative,False,child,"Western Center on Law and Poverty, opposed to a prior version of"
591,dirty,False,child,Western Manufactured Housing Communities Association: GOVERNOR'S VETO MESSAGE
592,narrative,False,child,"Western State Petroleum Association, in opposition to the bill"
593,narrative,False,child,Western States Petroleum Association Oppose on bill as introduced
594,dirty,True,child,"Women In Military Service for America, Memorial Foundation, Inc., Washington, D.C"
595,dirty,True,child,Youth Law Center (NOTE: THIS BILL IS IDENTICAL TO SBX1 13 (McCorquodale).)
