leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
December 7 Movement,1,December Seven Movement,December Seven Movement,canonical,89.7,94.4
Deborah Bautista,1,Access Committee of the San Juan Bautista Rotary,Access Committee of the San Juan Bautista Rotary,canonical,85.5,66.7
"Daniel Solomon Design Partners, San Francisco",1,California District Agricultural Association,"5th DAA, San Francisco",alt(chapter),85.5,74.3
DHMHS,1,David & Margaret Home,DMH,alt(alternate_spelling),75.0,75.0
DHL,1,DISTRICT HOSPITAL LEADERSHIP FORUM,DHLF,alt(alternate_spelling),85.7,85.7
DHF,1,DISTRICT HOSPITAL LEADERSHIP FORUM,DHLF,alt(alternate_spelling),85.7,85.7
Cynthia Sterling,1,City of West Sacramento Cynthia Morgan,City of West Sacramento Cynthia Morgan,canonical,85.5,60.9
Culture Scholar Corporation,1,LEAR Corporation,LEAR Corporation,canonical,87.1,81.5
"Cow Palace, 1A Dist. Ag. Assoc",1,California District Agricultural Association,"1-A DAA, Cow Palace",alt(chapter),85.5,65.3
Court ruling in United Guaranty Residential Insurance,1,CAL Insurance,CAL Insurance,canonical,86.4,81.8
County of Santa Anna,1,City of Santa Anna,City of Santa Anna,canonical,89.5,89.5
County of Lieber & Stumph,1,County of LA,County of LA,canonical,86.1,85.7
County of Legal/Court Interpretation Program,1,County of LA,County of LA,canonical,86.1,85.7
County of Jr,1,Community Health Agency for Riverside County,County of Riverside Community Health Agency,alt(alternate_spelling),86.1,85.7
County of Irrigation Council,1,Action Council of Monterey County,Action Council,alt(alternate_spelling),86.7,66.7
County Fire Fighters Local 1014,1,San Fire Fighters Local,San Fire Fighters Local,canonical,86.0,90.5
County Family Court and Services,1,County of Family Services,County of Family Services,canonical,88.9,93.6
Counselors (prior version),1,Abuse Counselors,Abuse Counselors,canonical,85.5,76.9
"Councilmember, 7th District",1,"Steven Neal, Councilmember 9th District","Steven Neal, Councilmember 9th District",canonical,87.1,78.8
"Councilmember, 2nd District",1,"Steven Neal, Councilmember 9th District","Steven Neal, Councilmember 9th District",canonical,87.1,72.7
"Councilmember, 14th District",1,"Los Angeles Councilmember, 4th District, David E. Ryu","Los Angeles Councilmember, 4th District, David E. Ryu",canonical,86.8,66.7
Councilmember Wendy Thomas,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Sol Jobrack,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Soheila Bana,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Sara Lamnin,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Sam Allevato,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Paula Devine,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Paul Canepa,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Omar Torres,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Nelson Esparza,1,Alan C. Nelson,Alan C. Nelson,canonical,85.5,60.0
Councilmember Mike Johnson,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Mary England,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Magdalena Carrasco,1,Artesia Councilmember,Artesia Councilmember,canonical,85.5,76.5
Councilmember Lori Droste,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Kevin Haroff,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Katie Valenzuela,1,"Rita Valenzuela, Councilmember","Rita Valenzuela, Councilmember",canonical,86.0,86.7
Councilmember Katherine Lee,1,"Katherine Aleman, Councilmember, Norco","Katherine Aleman, Councilmember, Norco",canonical,87.4,73.8
Councilmember Joe Carchio,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Jesse Zwick,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Jerry Jones,1,620 Jones,620 Jones,canonical,85.5,71.4
Councilmember Jenny Kassan,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Janice Hahn,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Igor Tregub,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Erin Minett,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Emily Ramos,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Donna Colson,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Dick Daniels,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Dennis Zine,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Das Williams,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Darrell Fong,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Chris Ricci,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,68.4
Councilmember Carroll Fife,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
"Councilmember Caity Maple, Chair, Law and Legislation Committee",1,Action Committee,Action Committee,canonical,87.1,72.0
Councilmember Brian W. Jones,1,620 Jones,620 Jones,canonical,85.5,71.4
Councilmember Brian Brennan,1,Brennan Center,Brennan Center,canonical,85.5,66.7
Councilmember Ara Najarian,1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Councilmember Adele Andrade Stadler,1,Artesia Councilmember,Artesia Councilmember,canonical,85.5,76.5
"Council Member Mikke Pierson, Malibu",1,Mikke Pierson - Malibu City Councilmember,Mikke Pierson - Malibu City Councilmember,canonical,87.3,85.7
"Council Member Caity Maple, Chair, Law and Legislation Committee",1,Action Committee,Action Committee,canonical,87.1,72.0
Costs would,1,Alameda-Contra Costs Medical Association,Alameda-Contra Costs Medical Association,canonical,85.5,62.5
Corbis Corpordation,1,COMMITTEE FOR A BETTER SEVILLE,CBS Corporation,alt(alternate_spelling),88.2,76.5
Consumer Advocate Harvey Rosenfeld,1,Consumer Advocates,Consumer Advocates,canonical,87.4,69.2
Constituent request,1,Asian and Pacific Islander Constituent Committee,Asian and Pacific Islander Constituent Committee,canonical,85.5,73.3
Constituent Sponsor,1,Asian and Pacific Islander Constituent Committee,Asian and Pacific Islander Constituent Committee,canonical,85.5,73.3
Community Mortuary,1,27y Rainbow Community Neighborhood Crime Prevention Council,27y Rainbow Community Neighborhood Crime Prevention Council,canonical,85.5,66.7
Committee staff has been advised that there are no objections by employers,1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
Committee has issued commemorative stamps honoring other minority,1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
Committee (Support as Proposed to Be Amended),1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
"Commanding Officer Naval Air Weapons Station China Lake, Captain Jeffrey A",1,"Naval Air Weapons Station, China Lake","Naval Air Weapons Station, China Lake",canonical,87.6,76.7
College/Glen Neighborhood Association,1,Century Glen Neighborhood Association,Century Glen Neighborhood Association,canonical,86.5,83.8
"College, Retired",1,AARP (American Association of Retired Persons),AARP (American Association of Retired Persons),canonical,85.5,60.9
College Athletes Rights and Empowerment-Faculty Coalition co-founders,1,10 Freeway Coalition,10 Freeway Coalition,canonical,85.5,62.1
"Colleen Flynn, Attorney at Law",1,Attorneys at Law,Attorneys at Law,canonical,87.1,65.2
"Cobb, Karen",1,Alameda County Superintendent of Schools,Alameda County Superintendent of Schools L. Karen Monroe,alt(alternate_spelling),85.5,62.5
Coalition organizations specifically,1,Coalition of Organizations,Coalition of Organizations,canonical,89.2,77.4
Climate Institute Michael MacCracken,1,Pacific Institute,Pacific Institute,canonical,85.5,69.2
"Claudia Y. Shafer, Attorney at Law",1,Attorneys at Law,Attorneys at Law,canonical,87.1,60.0
Claire Jobe,1,Amelia Claire Shoes,Amelia Claire Shoes,canonical,85.5,70.6
City of Wes Sacramento Mayor Martha Guerro,1,City of West Sacramento,City of West Sacramento,canonical,88.0,87.8
City of San AB 289 (Cannella) Page b Diego,1,City of Sand,City of Sand,canonical,86.1,73.7
City of Radio,1,CITY OF ARCADIA,City of Arcadi,alt(alternate_spelling),88.9,81.5
City of Mariposa,1,County of Mariposa,County of Mariposa,canonical,88.2,88.2
City of Jack's Disposal & Recycling Service,1,Recycling Services,Recycling Services,canonical,87.4,66.7
City of Butte,1,City of Sutter Creek,City of Sutter,alt(alternate_spelling),88.9,88.9
City of Bob,1,City of Board of Supervisors,City of Board of Supervisors,canonical,85.7,77.8
City Councilmember Daryl Sweeney,1,City of City Council Member,City Council Member,alt(alternate_spelling),87.6,66.7
City Councilmember Christopher Ward,1,City of City Council Member,City Council Member,alt(alternate_spelling),87.6,63.0
Chumash strongly,1,Barbareno Chumash Elder's Council,Barbareno Chumash Elder's Council,canonical,85.5,60.9
"Christine McDavit, MD, Pasadena",1,Acura of Pasadena,Acura of Pasadena,canonical,85.5,64.0
"Christine Callahan, Attorney at Law",1,Attorneys at Law,Attorneys at Law,canonical,87.1,62.7
Chris Fey,1,Chris Bernal Tax Services,Chris Bernal Tax Services,canonical,85.5,71.4
"Chris Brinegar, SJSU Conservation Genetics Laboratory",1,40 Acre Conservation League,40 Acre Conservation League,canonical,85.5,61.5
Cheryl Sudduth,1,"California Reparations Task Force Members Dr. Cheryl Grills, Lisa Holder, and Don Tamaki","California Reparations Task Force Members Dr. Cheryl Grills, Lisa Holder, and Don Tamaki",canonical,85.5,60.0
"Charlie Reiter, Sacramento",1,Access Community Media,Access Sacramento,alt(chapter),85.5,74.1
"Charles Linden, Member, Special Forces Assn. Chapter 23 (San Francisco, CA)",1,"Francisco, (CA)","Francisco, (CA)",canonical,86.7,80.0
"Chapman Communications, Palmdale",1,3 Fold Communications,3 Fold Communications,canonical,85.5,67.9
"Center Municipal Water District, Vandenberg",1,Yuma Municipal Water District,Yuma Municipal Water District,canonical,86.0,72.2
Cathy Anderson,1,Adams and Anderson Insurance Brokers,Adams and Anderson Insurance Brokers,canonical,85.5,72.7
Catherine Crier,1,Catherine Rudat's Wellness Corporation,Catherine Rudat's Wellness Corporation,canonical,85.5,75.0
"Carmen Morales Board, Nurse Practitioner",1,Nurse Practitioners,Nurse Practitioners,canonical,87.6,61.0
"California may proclaim itself an 'Abortion Sanctuary,' however, California may not thwart the laws of other",1,California Mba,California Mba,canonical,86.7,83.3
"California Strategic Growth Council, October 27 2022 meeting: Action Item 7 staff",1,California Straw,California Straw,canonical,87.1,76.9
California Assessors Association to address a variety of issues of concern to the assessors,1,California Assessor's Association,California Assessor's Association,canonical,88.6,80.0
CalOHA,1,CalHFA,CalHFA,canonical,83.3,83.3
CalGEM,1,CalGeo,CalGeo,canonical,83.3,66.7
Cal-PERG,1,Cal PERS,Cal PERS,canonical,87.5,75.0
CSLA,1,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,CSLEA,alt(alternate_spelling),88.9,88.9
CODIS,1,CALIFORNIA DEPARTMENT OF INSURANCE,CDI,alt(alternate_spelling),75.0,75.0
CMDA,1,CALIFORNIA MILITARY DEPARTMENT,CMD,alt(alternate_spelling),85.7,85.7
CLTCOA,1,CALIFORNIA LANDSCAPE CONTRACTORS ASSOCIATION,CLCA,alt(alternate_spelling),80.0,80.0
CLTA,1,CALIFORNIA TEACHER'S ASSOCIATION,CTA,alt(alternate_spelling),85.7,85.7
CLCR,1,CALIFORNIA LEGISLATIVE COUNCIL FOR OLDER AMERICANS,CLC,alt(alternate_spelling),85.7,85.7
CHHSA,1,CALIFORNIA ASSOCIATION OF HOMES AND SERVICES FOR THE AGING,CAHSA,alt(alternate_spelling),80.0,80.0
CHBRP,1,CALIFORNIA HIGHWAY PATROL,CHP,alt(alternate_spelling),75.0,75.0
CDTFA,1,CALIFORNIA DEPARTMENT OF FOOD AND AGRICULTURE,CDFA,alt(alternate_spelling),88.9,88.9
CCUIH,1,CHRISTIAN CHURCH HOMES,CCH,alt(alternate_spelling),75.0,75.0
CCB,1,CONFERENCE OF CALIFORNIA BAR ASSOCIATIONS,CCBA,alt(alternate_spelling),85.7,85.7
CCASLA,1,CALCASA (California Coalition Against Sexual Assault),CACASA,alt(alternate_spelling),83.3,83.3
CA Psychological Assn,1,American Psychological Association,American Psychological Association,canonical,85.7,76.5
Brian Foster,1,A Greater Hope Foundation for Children,A Greater Hope Treatment Foster Center and Adoption Services,alt(alternate_spelling),85.5,66.7
Bonnie Tabor,1,Bonnie J. Adario Lung Cancer Foundation,Bonnie J. Adario Lung Cancer Foundation,canonical,85.5,66.7
"Bonnie Burns, Consumer Advocate",1,Consumer Advocates,Consumer Advocates,canonical,87.4,73.5
Bob Thomas,1,A.V. Thomas Produce,A.V. Thomas Produce,canonical,85.5,75.0
Board also,1,UNITE HERE!,"UNITE HERE, Western States Regional Joint Board",alt(chapter),85.5,66.7
"Blong Xiong, Councilmember",1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
Billy Crystal,1,Alliance to Rescue Crystal Cove,Alliance to Rescue Crystal Cove,canonical,85.5,70.0
Bill Hoy,1,Alliance Cindy And Bill Simon Technology Academy High School,Alliance Cindy And Bill Simon Technology Academy High School,canonical,85.5,66.7
Bill Horn,1,Alliance Cindy And Bill Simon Technology Academy High School,Alliance Cindy And Bill Simon Technology Academy High School,canonical,85.5,61.5
Bike Culture,1,Academy of Chinese Culture and Health Sciences,Academy of Chinese Culture and Health Sciences,canonical,85.5,73.7
Bert Anderson,1,Adams and Anderson Insurance Brokers,Adams and Anderson Insurance Brokers,canonical,85.5,76.2
"Beate Ritz, M.D., Ph.D. (Vice Chair, Department of Epidemiology & Professor of Epidemiology, Environmental Health Sciences and Neurology, Schools of Public Health and Medicine, UCLA)",1,School of Public Health,School of Public Health,canonical,86.1,82.1
"Beach Water Department, Natural Heritage",1,Cal Heritage,Cal Heritage,canonical,86.1,80.0
BFMC,1,FILIPINO MIGRANT CENTER,FMC,alt(alternate_spelling),85.7,85.7
BAWSCA,1,SENIOR CARE ACTION NETWORK,SCAN,alt(alternate_spelling),77.1,60.0
Author to revise the Professional Fiduciaries Act to provide for a retired license status,1,Professional Fiduciary,Professional Fiduciary,canonical,85.9,70.6
Attorney Timothy R,1,"A California Process & Attorney Service, Inc","A California Process & Attorney Service, Inc",canonical,85.5,61.5
Assurant Preneed,1,Assurant Solutions - Preneed Division,Assurant Solutions - Preneed Division,canonical,85.5,100.0
Associations (SCALE),1,Association (CALFA),Association (CALA),alt(alternate_spelling),88.9,89.5
"Association, Inc. Sacramento Area Fire Fighters, Local 522",1,Sacramento Area Firefighters,Sacramento Area Firefighters,canonical,86.8,69.8
Association of CA all,1,Association of Calif. (CADAAC),Association of Calif,alt(alternate_spelling),87.8,87.8
Association - Sponsor,1,California District Agricultural Association,California District Agricultural Association,canonical,85.5,68.8
Association (as amended),1,California District Agricultural Association,California District Agricultural Association,canonical,85.5,62.9
Association (COPA - sponsor),1,Association (CPCA),Association (COA),alt(alternate_spelling),87.1,78.6
Assemblymember Dave Jones,1,620 Jones,620 Jones,canonical,85.5,71.4
"Assembly Member Howard Wayne, Chair, Select Committee on",1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
Assembly Appropriations Committee also,1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
"Art Naldoza, Deputy Director, Sacramento",1,Access Community Media,Access Sacramento,alt(chapter),85.5,74.1
Arlington Mortuary,1,Arlington Avenue Church of the Nazarene,Arlington Avenue Church of the Nazarene,canonical,85.5,66.7
Appropriations Committee also,1,Senate Appropriations Committee,Senate Appropriations Committee,canonical,86.0,90.6
Apartment Assoc. of Administrators,1,APARTMENT ASSOCIATION,Apartment Assn,alt(alternate_spelling),86.7,78.3
Anti-Discrimination Committee Numerous individuals,1,Anti - Discrimination Committee,Anti - Discrimination Committee,canonical,87.0,69.1
"Anne Rudin, former Mayor of Sacramento",1,Access Community Media,Access Sacramento,alt(chapter),85.5,74.1
Amy Blood,1,African American Blood Drive and Bone Marrow Registry for Sickle,African American Blood Drive and Bone Marrow Registry for Sickle,canonical,85.5,71.4
Amos Temple Christian Methodist,1,Adobe Christian,Adobe Christian,canonical,85.5,75.0
Allen Chen,1,"Allen & Benedict, Inc","Allen & Benedict, Inc",canonical,85.5,66.7
All family leave,1,All Family Legal,All Family Legal,canonical,87.5,75.0
Alicia Bautista,1,Access Committee of the San Juan Bautista Rotary,Access Committee of the San Juan Bautista Rotary,canonical,85.5,69.6
"Ali Hasan, President, Parchester Village Neighborhood Council",1,Lake Neighborhood Council,Lake Neighborhood Council,canonical,86.4,88.9
Alchemical Hypnotherapy Institute of Sacramento,1,Access Community Media,Access Sacramento,alt(chapter),85.5,74.1
Albertsons (8/18/93),1,Albertson's,Albertson's,canonical,85.7,64.5
Albert Aubin,1,Albert Association Management (Property Manager),Albert Association Management (Property Manager),canonical,85.5,66.7
Alan Uke,1,Alan & Annette Leve Family Foundation,Alan & Annette Leve Family Foundation,canonical,85.5,66.7
"Ahmad Zahra, Councilmember",1,"Ann Kulchin, Carlsbad City Councilmember","Ann Kulchin, Carlsbad City Councilmember",canonical,85.5,66.7
"Agency, Municipal Water District of Orange",1,City of Municipal Water District of Orange County,City of Municipal Water District of Orange County,canonical,86.1,89.5
"After 2017-18, estimates of the QAF rate provided by the 911 Ambulance Provider's Medi-Cal Alliance",1,911 Ambulance Provider Medi-Cal Alliance,911 Ambulance Provider's Medical Alliance,alt(alternate_spelling),87.8,89.2
"Aarshdeep Kahlon, Chair, San José Bicycle and Pedestrian Advisory Committee",1,San Bruno Bicycle and Pedestrian Advisory Committee,San Bruno Bicycle and Pedestrian Advisory Committee,canonical,89.1,93.8
"Aaron Myers, Attorney at Law",1,Attorneys at Law,Attorneys at Law,canonical,87.1,72.7
ASMR,1,AMERICAN MEDICAL RESPONSE,AMR,alt(alternate_spelling),85.7,85.7
ARGUMENTS IN Supporters,1,2018 PyeongChang Winter Olympics Supporters Association of Korean-American (USA),2018 PyeongChang Winter Olympics Supporters Association of Korean-American (USA),canonical,85.5,60.6
AJR 65,1,Post AJR 14 (Hannigan) 7636,Post AJR 14 (Hannigan) 7636,canonical,85.5,66.7
ACILC,1,ASSOCIATION OF CALIFORNIA INSURANCE COMPANIES,ACIC,alt(alternate_spelling),88.9,88.9
AB and Agriculture,1,Food and Agriculture,Food and Agriculture,canonical,86.4,90.9
AB Trans2 Corporation,1,Trans2 Corporation - California,Trans2 Corporation - California,canonical,87.7,92.3
AB 3033 (A. Judiciary Committee),1,Committee on Judiciary,Committee on Judiciary,canonical,88.0,70.4
961 Individual Letters,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,62.5
8 individual supporters,1,Sacramento Alliance for the Mentally Ill,Sacramento Alliance for the Mentally Ill (One individual supporter),alt(chapter),85.9,60.6
75 Individual RDos,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,71.4
74 Animal Welfare Organizations,1,Meru Animal Welfare Organization,Meru Animal Welfare Organization,canonical,88.9,88.9
71 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
63 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
61 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
61 Individual Letters,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,64.5
559 Individual Letters,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,62.5
52 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
52 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,85.7,64.5
4th Avenue Homeowners' Association (FAHA),1,Homeowners Association,"Homeowners Association, Inc",alt(alternate_spelling),87.1,64.7
49th Assembly District Committee Democratic Party,1,11th Democratic Assembly District Committee,11th Democratic Assembly District Committee,canonical,89.1,93.8
48 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
48 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,87.8,64.5
47 individual letters,1,"Wheel, Sonora Chapter (37 individual letters)","Wheel, Sonora Chapter (37 individual letters)",canonical,87.8,64.5
44 Individual Letters,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,64.5
41 animal welfare organizations,1,Meru Animal Welfare Organization,Meru Animal Welfare Organization,canonical,88.9,76.2
4 school nurses,1,CALIFORNIA SCHOOL NURSES ORGANIZATION,California School Nurses,alt(alternate_spelling),86.9,61.5
4 physicians,1,Family Physicians,Family Physicians,canonical,86.4,69.0
4 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,87.7,66.7
4 Pathologists,1,American Society of Clinical Pathologists,American Society of Clinical Pathologists,canonical,86.7,92.3
38 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
36 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
36 letters,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,82.4
36 individual Letters,1,"Wheel, Sonora Chapter (37 individual letters)","Wheel, Sonora Chapter (37 individual letters)",canonical,85.7,64.5
34 individual letters,1,"Wheel, Sonora Chapter (37 individual letters)","Wheel, Sonora Chapter (37 individual letters)",canonical,85.7,64.5
"27th Assembly District Committee, Democratic Party",1,11th Democratic Assembly District Committee,11th Democratic Assembly District Committee,canonical,89.1,88.2
27 Scientists,1,500 Women Scientists,500 Women Scientists,canonical,85.5,87.0
26 Residents of EHDOC John Plaza Apartments,1,Residents of EHDOC John Plaza Apts,Residents of EHDOC John Plaza Apts,canonical,88.3,92.1
25 letters from constituents,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
25 Physicians,1,Academy of Eye Physicians and Surgeons,Academy of Eye Physicians and Surgeons,canonical,85.5,87.0
25 Constituent letters,1,One Constituent Letter,One Constituent Letter,canonical,86.4,77.3
25 Constituent Letters,1,One Constituent Letter,One Constituent Letter,canonical,86.4,81.8
23 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,85.7,64.5
23 academic professionals,1,Academic Professionals of California,Academic Professionals of California,canonical,88.9,65.6
22 individual school administrators,1,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,CA School Administrators,alt(alternate_spelling),88.7,67.8
210 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
2009: Jack O'Connell,1,"Jack O'Connell, St","Jack O'Connell, St",canonical,85.8,73.7
2 physicians,1,Family Physicians,Family Physicians,canonical,86.4,69.0
195 Individual Letters,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,62.5
19 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,61.5
180 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,85.7,62.5
18 individual letters,1,"Wheel, Sonora Chapter (28 individual letters)","Wheel, Sonora Chapter (28 individual letters)",canonical,87.8,64.5
17 individual letters,1,"Wheel, Sonora Chapter (37 individual letters)","Wheel, Sonora Chapter (37 individual letters)",canonical,87.8,64.5
165 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
156 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
154 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
15 Individual CPAs,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,71.4
147 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
13 Individual attorneys,1,Over 75 Individual Attorneys,Over 75 Individual Attorneys,canonical,88.4,78.4
13 Individual Attorneys,1,Over 75 Individual Attorneys,Over 75 Individual Attorneys,canonical,88.4,93.0
109 letters from individuals,1,Alandale Insurance Agency (Two letters from Independent Agents),Alandale Insurance Agency (Two letters from Independent Agents),canonical,85.5,60.0
(per Senate Transportation,1,S & S Transportation,S & S Transportation,canonical,88.7,87.5
(end) Association,1,Feed Association,Feed Association,canonical,87.5,84.8
"(Solis) Caplan, Founder and Chairman of Frieda's",1,Frieda's Specialty Produce,"Frieda Rapoport Caplan, Founder and Chairman of Frieda's",alt(alternate_spelling),88.2,90.9
(Simitian) Association,1,California District Agricultural Association,California District Agricultural Association,canonical,85.5,66.7
(Per Transportation Committee analysis),1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
(Per Sen. EU&C Committee analysis),1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
(Per Assembly Revenue & Taxation Committee,1,Action Committee,Action Committee,canonical,87.1,72.0
(Per Assembly Committee,1,11th Democratic Assembly District Committee,11th Democratic Assembly District Committee,canonical,85.5,87.8
(Per Assembly B&P Committee,1,11th Democratic Assembly District Committee,11th Democratic Assembly District Committee,canonical,85.5,80.0
(Pavley) Association,1,Palsy Associations,Palsy Association,alt(alternate_spelling),88.9,86.5
(Nation) Project,1,Action Project,Action Project,canonical,89.7,80.0
(Leno) Association,1,California District Agricultural Association,California District Agricultural Association,canonical,85.5,75.9
(Laird) Project,1,California Budget Project,California Budget Project,canonical,85.5,63.6
